Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.71,22.86,22.86,56.6,56.6,22.47,22.66,7/13/2023 1:53:26 PM,
2,1,="",14.66,22.86,22.86,55.9,56.3,22.95,22.76,7/13/2023 1:54:29 PM,
3,1,="",14.66,22.86,22.96,56.2,56.6,22.57,22.57,7/13/2023 1:55:40 PM,
4,1,="",14.66,22.96,22.96,56.5,57,22.47,22.18,7/13/2023 1:56:48 PM,
5,1,="",14.66,22.96,22.96,57.1,56.3,22.18,22.57,7/13/2023 1:58:06 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1463,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1539,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1537,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1341,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1534,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
4,J14,457228,
4,J15,435105,
4,J16,434243,
4,J17,316468,
4,J18,410647,
4,J19,137574,
4,J20,385765,
4,J21,335056,
4,J22,419441,
4,J23,340235,
4,J24,377289,
4,K01,136417,
4,K02,105948,
4,K03,375253,
4,K04,356059,
4,K05,349723,
4,K06,363229,
4,K07,374934,
4,K08,378742,
4,K09,369573,
4,K10,396944,
4,K11,391368,
4,K12,401287,
4,K13,327586,
4,K14,330714,
4,K15,411511,
4,K16,407686,
4,K17,407453,
4,K18,429509,
4,K19,401405,
4,K20,364384,
4,K21,330104,
4,K22,299579,
4,K23,363444,
4,K24,403798,
4,L01,148463,
4,L02,132275,
4,L03,401083,
4,L04,367639,
4,L05,379411,
4,L06,345198,
4,L07,376316,
4,L08,388331,
4,L09,376753,
4,L10,362344,
4,L11,418299,
4,L12,368909,
4,L13,317760,
4,L14,408557,
4,L15,400295,
4,L16,436812,
4,L17,433676,
4,L18,408710,
4,L19,470457,
4,L20,422919,
4,L21,306987,
4,L22,379193,
4,L23,373951,
4,L24,435913,
4,M01,125374,
4,M02,96945,
4,M03,360955,
4,M04,402541,
4,M05,334098,
4,M06,351057,
4,M07,344791,
4,M08,348293,
4,M09,370334,
4,M10,375129,
4,M11,122164,
4,M12,114453,
4,M13,430472,
4,M14,430546,
4,M15,411150,
4,M16,443589,
4,M17,406739,
4,M18,375931,
4,M19,380869,
4,M20,386878,
4,M21,296025,
4,M22,277793,
4,M23,393964,
4,M24,406352,
4,N01,110338,
4,N02,106833,
4,N03,382943,
4,N04,349871,
4,N05,335467,
4,N06,386012,
4,N07,345373,
4,N08,397749,
4,N09,366514,
4,N10,423071,
4,N11,113412,
4,N12,387374,
4,N13,429033,
4,N14,401081,
4,N15,417348,
4,N16,397600,
4,N17,415239,
4,N18,438567,
4,N19,367970,
4,N20,406950,
4,N21,295585,
4,N22,414028,
4,N23,385009,
4,N24,408069,
4,O01,110895,
4,O02,93820,
4,O03,418453,
4,O04,411300,
4,O05,353510,
4,O06,330906,
4,O07,303286,
4,O08,349866,
4,O09,400315,
4,O10,384404,
4,O11,297091,
4,O12,319004,
4,O13,404495,
4,O14,422268,
4,O15,409248,
4,O16,397910,
4,O17,419320,
4,O18,428626,
4,O19,174253,
4,O20,160241,
4,O21,413229,
4,O22,402254,
4,O23,378115,
4,O24,399049,
4,P01,106505,
4,P02,99320,
4,P03,412089,
4,P04,419687,
4,P05,342223,
4,P06,445707,
4,P07,337796,
4,P08,433320,
4,P09,401987,
4,P10,422819,
4,P11,357424,
4,P12,432361,
4,P13,422950,
4,P14,440042,
4,P15,433607,
4,P16,451818,
4,P17,455294,
4,P18,431910,
4,P19,175737,
4,P20,314718,
4,P21,421436,
4,P22,500285,
4,P23,411031,
4,P24,443411,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
5,A01,555721,
5,A02,515269,
5,A03,535440,
5,A04,535377,
5,A05,544099,
5,A06,508067,
5,A07,513853,
5,A08,510782,
5,A09,490547,
5,A10,536375,
5,A11,516386,
5,A12,517121,
5,A13,498689,
5,A14,507361,
5,A15,500388,
5,A16,524071,
5,A17,544822,
5,A18,514813,
5,A19,499324,
5,A20,466651,
5,A21,494629,
5,A22,501915,
5,A23,519207,
5,A24,520413,
5,B01,332323,
5,B02,344620,
5,B03,339204,
5,B04,357889,
5,B05,399656,
5,B06,365580,
5,B07,435976,
5,B08,522214,
5,B09,544816,
5,B10,559550,
5,B11,581758,
5,B12,549235,
5,B13,557612,
5,B14,501423,
5,B15,541574,
5,B16,554790,
5,B17,521550,
5,B18,521447,
5,B19,498388,
5,B20,493215,
5,B21,512706,
5,B22,492135,
5,B23,537814,
5,B24,538599,
5,C01,512049,
5,C02,553407,
5,C03,527101,
5,C04,521133,
5,C05,528807,
5,C06,531304,
5,C07,526469,
5,C08,519740,
5,C09,511616,
5,C10,569140,
5,C11,544716,
5,C12,550592,
5,C13,534729,
5,C14,542481,
5,C15,547666,
5,C16,546176,
5,C17,560889,
5,C18,557565,
5,C19,535373,
5,C20,511076,
5,C21,526472,
5,C22,499392,
5,C23,460448,
5,C24,522419,
5,D01,355488,
5,D02,314121,
5,D03,411288,
5,D04,486950,
5,D05,487364,
5,D06,444381,
5,D07,526681,
5,D08,508708,
5,D09,526858,
5,D10,534492,
5,D11,544378,
5,D12,547480,
5,D13,550601,
5,D14,528917,
5,D15,545499,
5,D16,506661,
5,D17,510776,
5,D18,498617,
5,D19,551614,
5,D20,561225,
5,D21,530879,
5,D22,508402,
5,D23,526215,
5,D24,512232,
5,E01,515416,
5,E02,507154,
5,E03,506439,
5,E04,527463,
5,E05,548590,
5,E06,538043,
5,E07,526949,
5,E08,510966,
5,E09,529976,
5,E10,519496,
5,E11,510632,
5,E12,517350,
5,E13,519302,
5,E14,544264,
5,E15,541149,
5,E16,538038,
5,E17,520669,
5,E18,506994,
5,E19,507182,
5,E20,538089,
5,E21,525286,
5,E22,518555,
5,E23,526929,
5,E24,521679,
5,F01,287983,
5,F02,419615,
5,F03,439042,
5,F04,449299,
5,F05,444939,
5,F06,477228,
5,F07,501845,
5,F08,498426,
5,F09,517497,
5,F10,527914,
5,F11,525770,
5,F12,529487,
5,F13,560713,
5,F14,513128,
5,F15,480911,
5,F16,547626,
5,F17,549660,
5,F18,559422,
5,F19,551994,
5,F20,559431,
5,F21,528390,
5,F22,523038,
5,F23,497141,
5,F24,537160,
5,G01,513873,
5,G02,519388,
5,G03,513177,
5,G04,520408,
5,G05,513570,
5,G06,520032,
5,G07,518829,
5,G08,521153,
5,G09,521277,
5,G10,530457,
5,G11,514996,
5,G12,521735,
5,G13,520017,
5,G14,542938,
5,G15,546113,
5,G16,559016,
5,G17,517603,
5,G18,527541,
5,G19,530220,
5,G20,515931,
5,G21,498264,
5,G22,509459,
5,G23,488597,
5,G24,538017,
5,H01,411975,
5,H02,408453,
5,H03,501158,
5,H04,488043,
5,H05,501169,
5,H06,498214,
5,H07,493278,
5,H08,503109,
5,H09,544297,
5,H10,519037,
5,H11,498549,
5,H12,541062,
5,H13,533569,
5,H14,500233,
5,H15,541268,
5,H16,512572,
5,H17,560310,
5,H18,572405,
5,H19,552666,
5,H20,561644,
5,H21,538927,
5,H22,500243,
5,H23,512510,
5,H24,543847,
5,I01,525273,
5,I02,502793,
5,I03,510032,
5,I04,508447,
5,I05,513338,
5,I06,539924,
5,I07,514050,
5,I08,501377,
5,I09,492591,
5,I10,515947,
5,I11,521275,
5,I12,511965,
5,I13,516792,
5,I14,533363,
5,I15,525519,
5,I16,520253,
5,I17,532842,
5,I18,556707,
5,I19,535757,
5,I20,539278,
5,I21,513498,
5,I22,489733,
5,I23,514727,
5,I24,518971,
5,J01,497726,
5,J02,480029,
5,J03,449299,
5,J04,472490,
5,J05,509974,
5,J06,521510,
5,J07,524717,
5,J08,533982,
5,J09,521562,
5,J10,515570,
5,J11,549386,
5,J12,528481,
5,J13,536821,
5,J14,540502,
5,J15,543684,
5,J16,536932,
5,J17,513834,
5,J18,572125,
5,J19,568165,
5,J20,542559,
5,J21,531667,
5,J22,531882,
5,J23,497015,
5,J24,527683,
5,K01,501821,
5,K02,484735,
5,K03,478534,
5,K04,485049,
5,K05,535890,
5,K06,504694,
5,K07,508169,
5,K08,526140,
5,K09,539280,
5,K10,497519,
5,K11,499940,
5,K12,511287,
5,K13,523806,
5,K14,514301,
5,K15,525373,
5,K16,508470,
5,K17,494733,
5,K18,536105,
5,K19,506993,
5,K20,500376,
5,K21,479045,
5,K22,494542,
5,K23,511095,
5,K24,502550,
5,L01,440640,
5,L02,457255,
5,L03,481940,
5,L04,507862,
5,L05,492189,
5,L06,482116,
5,L07,522060,
5,L08,438782,
5,L09,521166,
5,L10,492697,
5,L11,539897,
5,L12,489440,
5,L13,545505,
5,L14,552995,
5,L15,510725,
5,L16,518830,
5,L17,523042,
5,L18,568301,
5,L19,514382,
5,L20,552330,
5,L21,474897,
5,L22,464979,
5,L23,460958,
5,L24,516448,
5,M01,504062,
5,M02,498258,
5,M03,471054,
5,M04,473861,
5,M05,496149,
5,M06,517764,
5,M07,483198,
5,M08,519674,
5,M09,522812,
5,M10,494160,
5,M11,511820,
5,M12,494811,
5,M13,481810,
5,M14,518854,
5,M15,518926,
5,M16,547192,
5,M17,528557,
5,M18,528017,
5,M19,495173,
5,M20,507188,
5,M21,492968,
5,M22,497646,
5,M23,515529,
5,M24,518709,
5,N01,289841,
5,N02,388585,
5,N03,420000,
5,N04,461235,
5,N05,410192,
5,N06,460019,
5,N07,503040,
5,N08,515686,
5,N09,505937,
5,N10,524475,
5,N11,543927,
5,N12,461612,
5,N13,480053,
5,N14,533029,
5,N15,549310,
5,N16,543693,
5,N17,543314,
5,N18,554857,
5,N19,539337,
5,N20,503454,
5,N21,510648,
5,N22,517821,
5,N23,489557,
5,N24,504175,
5,O01,456920,
5,O02,481709,
5,O03,459855,
5,O04,471552,
5,O05,490400,
5,O06,504049,
5,O07,497648,
5,O08,479085,
5,O09,500027,
5,O10,503506,
5,O11,491273,
5,O12,499336,
5,O13,501548,
5,O14,513184,
5,O15,504814,
5,O16,511214,
5,O17,513336,
5,O18,493671,
5,O19,501794,
5,O20,475556,
5,O21,484392,
5,O22,471675,
5,O23,503919,
5,O24,493737,
5,P01,371025,
5,P02,269248,
5,P03,311375,
5,P04,373160,
5,P05,377376,
5,P06,407705,
5,P07,446150,
5,P08,440776,
5,P09,433526,
5,P10,450665,
5,P11,458526,
5,P12,486998,
5,P13,474388,
5,P14,479659,
5,P15,487644,
5,P16,484812,
5,P17,510601,
5,P18,531887,
5,P19,499767,
5,P20,499487,
5,P21,501486,
5,P22,509388,
5,P23,467976,
5,P24,518061,


Basic assay information 
Assay ID: ,,,,25614
Assay Started: ,,,,7/13/2023 1:52:43 PM
Assay Finished: ,,,,7/13/2023 1:58:25 PM
Assay Exported: ,,,,7/24/2023 11:06:11 AM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Jaffe 384 General
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.35 mm

Coordinates of corners:
Jaffe 384 General
12.13 mm x------------------------------------------------------ x 115.63 mm
8.99 mm                                                            8.99 mm

12.13 mm x------------------------------------------------------ x 115.63 mm
76.49 mm                                                           76.49 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,5/24/2023 12:39:03 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 5  plate repeat 1 and well P01. There may be missing results



Exported with EnVision Workstation version 1.14.3049.1534
