Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.71,23.73,23.73,34.1,34,23.25,23.34,10/9/2023 2:47:31 PM,
2,1,="",14.71,23.73,23.73,34.3,34,23.34,23.44,10/9/2023 2:48:39 PM,
3,1,="",14.71,23.73,23.73,33.7,33.8,23.54,23.54,10/9/2023 2:49:50 PM,
4,1,="",14.71,23.73,23.83,33.5,34.1,23.64,23.54,10/9/2023 2:50:59 PM,
5,1,="",14.71,23.83,23.83,33.8,33.7,23.44,23.54,10/9/2023 2:52:06 PM,
6,1,="",14.76,23.83,23.83,33.8,34,23.44,23.34,10/9/2023 2:53:15 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1330,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1340,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1237,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1280,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1375,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
2,O07,351612,00:00:32.973,
2,O08,271114,00:00:33.066,
2,O09,233000,00:00:33.160,
2,O10,224638,00:00:33.254,
2,O11,286834,00:00:33.348,
2,O12,267592,00:00:33.441,
2,O13,320530,00:00:33.535,
2,O14,304163,00:00:33.629,
2,O15,295696,00:00:33.723,
2,O16,282887,00:00:33.816,
2,O17,338193,00:00:33.909,
2,O18,313251,00:00:34.003,
2,O19,235853,00:00:34.097,
2,O20,236437,00:00:34.191,
2,O21,279164,00:00:34.284,
2,O22,323960,00:00:34.378,
2,O23,385045,00:00:34.472,
2,O24,387020,00:00:34.565,
2,P01,151187,00:00:36.881,
2,P02,177556,00:00:36.787,
2,P03,375518,00:00:36.693,
2,P04,381685,00:00:36.600,
2,P05,323704,00:00:36.506,
2,P06,395686,00:00:36.412,
2,P07,367650,00:00:36.318,
2,P08,400687,00:00:36.224,
2,P09,305116,00:00:36.131,
2,P10,399398,00:00:36.037,
2,P11,347992,00:00:35.943,
2,P12,326801,00:00:35.849,
2,P13,368537,00:00:35.755,
2,P14,391505,00:00:35.661,
2,P15,357040,00:00:35.568,
2,P16,379645,00:00:35.474,
2,P17,374220,00:00:35.380,
2,P18,393189,00:00:35.286,
2,P19,261868,00:00:35.190,
2,P20,338708,00:00:35.097,
2,P21,338579,00:00:35.003,
2,P22,341623,00:00:34.910,
2,P23,344647,00:00:34.816,
2,P24,372917,00:00:34.722,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
3,A01,348255,00:00:00.000,
3,A02,348105,00:00:00.094,
3,A03,420593,00:00:00.187,
3,A04,425884,00:00:00.281,
3,A05,397788,00:00:00.376,
3,A06,415344,00:00:00.469,
3,A07,397124,00:00:00.563,
3,A08,387695,00:00:00.657,
3,A09,384683,00:00:00.750,
3,A10,356391,00:00:00.845,
3,A11,353773,00:00:00.938,
3,A12,370967,00:00:01.033,
3,A13,367553,00:00:01.127,
3,A14,371917,00:00:01.220,
3,A15,360972,00:00:01.315,
3,A16,409447,00:00:01.409,
3,A17,383346,00:00:01.504,
3,A18,408632,00:00:01.598,
3,A19,419161,00:00:01.692,
3,A20,432242,00:00:01.785,
3,A21,420742,00:00:01.878,
3,A22,446775,00:00:01.972,
3,A23,149778,00:00:02.065,
3,A24,158584,00:00:02.160,
3,B01,417084,00:00:04.476,
3,B02,399332,00:00:04.383,
3,B03,428592,00:00:04.289,
3,B04,432922,00:00:04.196,
3,B05,452900,00:00:04.101,
3,B06,377325,00:00:04.007,
3,B07,416993,00:00:03.913,
3,B08,436950,00:00:03.820,
3,B09,402021,00:00:03.726,
3,B10,448202,00:00:03.633,
3,B11,429431,00:00:03.538,
3,B12,434802,00:00:03.443,
3,B13,452467,00:00:03.350,
3,B14,434093,00:00:03.256,
3,B15,441059,00:00:03.162,
3,B16,436876,00:00:03.067,
3,B17,392536,00:00:02.973,
3,B18,404449,00:00:02.879,
3,B19,396104,00:00:02.786,
3,B20,432870,00:00:02.692,
3,B21,422978,00:00:02.599,
3,B22,435019,00:00:02.504,
3,B23,152543,00:00:02.411,
3,B24,134851,00:00:02.317,
3,C01,364787,00:00:04.637,
3,C02,361152,00:00:04.731,
3,C03,399389,00:00:04.825,
3,C04,438072,00:00:04.919,
3,C05,245053,00:00:05.012,
3,C06,251516,00:00:05.107,
3,C07,375943,00:00:05.202,
3,C08,311207,00:00:05.296,
3,C09,387619,00:00:05.390,
3,C10,377184,00:00:05.485,
3,C11,315493,00:00:05.578,
3,C12,328261,00:00:05.672,
3,C13,309477,00:00:05.766,
3,C14,285896,00:00:05.860,
3,C15,362608,00:00:05.954,
3,C16,328841,00:00:06.048,
3,C17,367633,00:00:06.142,
3,C18,329647,00:00:06.236,
3,C19,177947,00:00:06.330,
3,C20,159791,00:00:06.424,
3,C21,52171,00:00:06.519,
3,C22,45306,00:00:06.612,
3,C23,155216,00:00:06.707,
3,C24,143673,00:00:06.801,
3,D01,406851,00:00:09.121,
3,D02,385229,00:00:09.028,
3,D03,370513,00:00:08.934,
3,D04,444005,00:00:08.839,
3,D05,283088,00:00:08.746,
3,D06,441203,00:00:08.651,
3,D07,343468,00:00:08.558,
3,D08,445933,00:00:08.463,
3,D09,397380,00:00:08.369,
3,D10,403119,00:00:08.274,
3,D11,378031,00:00:08.181,
3,D12,415151,00:00:08.088,
3,D13,375132,00:00:07.994,
3,D14,455372,00:00:07.899,
3,D15,398783,00:00:07.805,
3,D16,407829,00:00:07.711,
3,D17,389981,00:00:07.616,
3,D18,400461,00:00:07.522,
3,D19,194968,00:00:07.428,
3,D20,395271,00:00:07.334,
3,D21,52902,00:00:07.240,
3,D22,430592,00:00:07.146,
3,D23,128968,00:00:07.051,
3,D24,148054,00:00:06.958,
3,E01,374085,00:00:09.281,
3,E02,365020,00:00:09.374,
3,E03,422030,00:00:09.468,
3,E04,424663,00:00:09.562,
3,E05,362844,00:00:09.656,
3,E06,432101,00:00:09.750,
3,E07,276478,00:00:09.844,
3,E08,251840,00:00:09.937,
3,E09,344775,00:00:10.031,
3,E10,337343,00:00:10.125,
3,E11,372649,00:00:10.220,
3,E12,356796,00:00:10.314,
3,E13,377002,00:00:10.408,
3,E14,384395,00:00:10.502,
3,E15,393764,00:00:10.595,
3,E16,410455,00:00:10.689,
3,E17,420568,00:00:10.783,
3,E18,399421,00:00:10.876,
3,E19,126079,00:00:10.970,
3,E20,140147,00:00:11.064,
3,E21,405395,00:00:11.158,
3,E22,452967,00:00:11.251,
3,E23,181958,00:00:11.345,
3,E24,162265,00:00:11.440,
3,F01,437767,00:00:13.756,
3,F02,392791,00:00:13.663,
3,F03,421648,00:00:13.569,
3,F04,471599,00:00:13.474,
3,F05,385684,00:00:13.380,
3,F06,411072,00:00:13.287,
3,F07,307055,00:00:13.193,
3,F08,452453,00:00:13.100,
3,F09,332274,00:00:13.006,
3,F10,446495,00:00:12.912,
3,F11,415694,00:00:12.818,
3,F12,439585,00:00:12.724,
3,F13,429483,00:00:12.630,
3,F14,454901,00:00:12.535,
3,F15,423472,00:00:12.442,
3,F16,430207,00:00:12.349,
3,F17,419432,00:00:12.255,
3,F18,416373,00:00:12.161,
3,F19,135537,00:00:12.067,
3,F20,143069,00:00:11.973,
3,F21,413045,00:00:11.879,
3,F22,431414,00:00:11.784,
3,F23,174296,00:00:11.691,
3,F24,159899,00:00:11.597,
3,G01,388524,00:00:13.916,
3,G02,390866,00:00:14.010,
3,G03,434820,00:00:14.105,
3,G04,409001,00:00:14.199,
3,G05,438443,00:00:14.293,
3,G06,429646,00:00:14.387,
3,G07,304778,00:00:14.482,
3,G08,261938,00:00:14.576,
3,G09,372433,00:00:14.670,
3,G10,340080,00:00:14.764,
3,G11,365959,00:00:14.858,
3,G12,395077,00:00:14.951,
3,G13,340142,00:00:15.045,
3,G14,407226,00:00:15.140,
3,G15,370919,00:00:15.233,
3,G16,404544,00:00:15.328,
3,G17,375097,00:00:15.422,
3,G18,373544,00:00:15.517,
3,G19,407457,00:00:15.611,
3,G20,427868,00:00:15.705,
3,G21,356524,00:00:15.800,
3,G22,433120,00:00:15.894,
3,G23,182066,00:00:15.988,
3,G24,174894,00:00:16.084,
3,H01,398555,00:00:18.403,
3,H02,388733,00:00:18.309,
3,H03,451905,00:00:18.214,
3,H04,419626,00:00:18.121,
3,H05,403970,00:00:18.027,
3,H06,399841,00:00:17.932,
3,H07,341808,00:00:17.838,
3,H08,393553,00:00:17.744,
3,H09,383192,00:00:17.650,
3,H10,395236,00:00:17.556,
3,H11,435453,00:00:17.462,
3,H12,392193,00:00:17.367,
3,H13,391388,00:00:17.273,
3,H14,420654,00:00:17.180,
3,H15,390514,00:00:17.087,
3,H16,358351,00:00:16.993,
3,H17,355747,00:00:16.899,
3,H18,425486,00:00:16.804,
3,H19,389492,00:00:16.711,
3,H20,366857,00:00:16.617,
3,H21,405467,00:00:16.522,
3,H22,435816,00:00:16.429,
3,H23,171819,00:00:16.335,
3,H24,182412,00:00:16.240,
3,I01,150148,00:00:18.560,
3,I02,136740,00:00:18.654,
3,I03,402268,00:00:18.748,
3,I04,419452,00:00:18.842,
3,I05,408556,00:00:18.936,
3,I06,397637,00:00:19.029,
3,I07,397755,00:00:19.124,
3,I08,431339,00:00:19.219,
3,I09,329323,00:00:19.313,
3,I10,364749,00:00:19.406,
3,I11,417174,00:00:19.501,
3,I12,398386,00:00:19.595,
3,I13,408886,00:00:19.689,
3,I14,417974,00:00:19.783,
3,I15,393664,00:00:19.878,
3,I16,442380,00:00:19.972,
3,I17,383452,00:00:20.066,
3,I18,382235,00:00:20.159,
3,I19,79613,00:00:20.253,
3,I20,92251,00:00:20.347,
3,I21,413803,00:00:20.441,
3,I22,447969,00:00:20.535,
3,I23,399955,00:00:20.630,
3,I24,421230,00:00:20.724,
3,J01,159666,00:00:23.041,
3,J02,189057,00:00:22.947,
3,J03,446159,00:00:22.853,
3,J04,443586,00:00:22.760,
3,J05,434079,00:00:22.666,
3,J06,470191,00:00:22.572,
3,J07,466309,00:00:22.478,
3,J08,464405,00:00:22.384,
3,J09,354393,00:00:22.291,
3,J10,446085,00:00:22.197,
3,J11,449954,00:00:22.103,
3,J12,454420,00:00:22.009,
3,J13,471830,00:00:21.915,
3,J14,441321,00:00:21.821,
3,J15,434764,00:00:21.726,
3,J16,463459,00:00:21.631,
3,J17,363957,00:00:21.538,
3,J18,421660,00:00:21.445,
3,J19,98696,00:00:21.351,
3,J20,427204,00:00:21.257,
3,J21,400650,00:00:21.163,
3,J22,435421,00:00:21.069,
3,J23,384067,00:00:20.975,
3,J24,390194,00:00:20.881,
3,K01,160232,00:00:23.198,
3,K02,140284,00:00:23.292,
3,K03,384626,00:00:23.385,
3,K04,406590,00:00:23.480,
3,K05,409419,00:00:23.573,
3,K06,411925,00:00:23.668,
3,K07,381272,00:00:23.762,
3,K08,420389,00:00:23.856,
3,K09,371952,00:00:23.950,
3,K10,379842,00:00:24.045,
3,K11,367364,00:00:24.144,
3,K12,371927,00:00:24.237,
3,K13,325819,00:00:24.331,
3,K14,397568,00:00:24.424,
3,K15,379928,00:00:24.518,
3,K16,418754,00:00:24.613,
3,K17,392052,00:00:24.706,
3,K18,368926,00:00:24.800,
3,K19,405754,00:00:24.895,
3,K20,385815,00:00:24.988,
3,K21,416158,00:00:25.083,
3,K22,430561,00:00:25.177,
3,K23,396912,00:00:25.271,
3,K24,375933,00:00:25.365,
3,L01,205287,00:00:27.687,
3,L02,182581,00:00:27.594,
3,L03,411079,00:00:27.500,
3,L04,440774,00:00:27.406,
3,L05,452586,00:00:27.311,
3,L06,424005,00:00:27.218,
3,L07,429986,00:00:27.123,
3,L08,444351,00:00:27.029,
3,L09,397123,00:00:26.935,
3,L10,423918,00:00:26.841,
3,L11,415153,00:00:26.746,
3,L12,414818,00:00:26.653,
3,L13,440312,00:00:26.559,
3,L14,433486,00:00:26.465,
3,L15,428454,00:00:26.371,
3,L16,444967,00:00:26.277,
3,L17,411704,00:00:26.184,
3,L18,410226,00:00:26.090,
3,L19,412153,00:00:25.996,
3,L20,402602,00:00:25.902,
3,L21,412767,00:00:25.808,
3,L22,405910,00:00:25.714,
3,L23,369839,00:00:25.619,
3,L24,372554,00:00:25.525,
3,M01,164957,00:00:27.844,
3,M02,149039,00:00:27.937,
3,M03,388205,00:00:28.032,
3,M04,402387,00:00:28.126,
3,M05,394714,00:00:28.221,
3,M06,401484,00:00:28.316,
3,M07,376632,00:00:28.409,
3,M08,377465,00:00:28.503,
3,M09,387251,00:00:28.596,
3,M10,363669,00:00:28.690,
3,M11,213505,00:00:28.784,
3,M12,198459,00:00:28.878,
3,M13,390475,00:00:28.972,
3,M14,395695,00:00:29.067,
3,M15,391458,00:00:29.160,
3,M16,426474,00:00:29.254,
3,M17,363000,00:00:29.349,
3,M18,367999,00:00:29.442,
3,M19,454734,00:00:29.537,
3,M20,445882,00:00:29.630,
3,M21,407837,00:00:29.724,
3,M22,438765,00:00:29.817,
3,M23,405125,00:00:29.911,
3,M24,400063,00:00:30.005,
3,N01,196276,00:00:32.324,
3,N02,174730,00:00:32.230,
3,N03,443159,00:00:32.137,
3,N04,428307,00:00:32.044,
3,N05,431719,00:00:31.949,
3,N06,449736,00:00:31.856,
3,N07,392828,00:00:31.762,
3,N08,446138,00:00:31.668,
3,N09,440096,00:00:31.575,
3,N10,417484,00:00:31.481,
3,N11,272072,00:00:31.387,
3,N12,417886,00:00:31.293,
3,N13,426012,00:00:31.198,
3,N14,414492,00:00:31.105,
3,N15,423137,00:00:31.010,
3,N16,415628,00:00:30.916,
3,N17,350066,00:00:30.822,
3,N18,400380,00:00:30.727,
3,N19,439225,00:00:30.634,
3,N20,413783,00:00:30.539,
3,N21,411113,00:00:30.446,
3,N22,443455,00:00:30.352,
3,N23,381820,00:00:30.256,
3,N24,398601,00:00:30.163,
3,O01,171249,00:00:32.484,
3,O02,174590,00:00:32.577,
3,O03,423525,00:00:32.672,
3,O04,388419,00:00:32.766,
3,O05,404948,00:00:32.859,
3,O06,384637,00:00:32.954,
3,O07,358906,00:00:33.048,
3,O08,370360,00:00:33.142,
3,O09,324341,00:00:33.236,
3,O10,290142,00:00:33.330,
3,O11,337462,00:00:33.424,
3,O12,346983,00:00:33.518,
3,O13,360134,00:00:33.612,
3,O14,375563,00:00:33.707,
3,O15,386015,00:00:33.800,
3,O16,393484,00:00:33.894,
3,O17,408616,00:00:33.987,
3,O18,425256,00:00:34.081,
3,O19,282298,00:00:34.176,
3,O20,294519,00:00:34.270,
3,O21,417202,00:00:34.364,
3,O22,401009,00:00:34.458,
3,O23,384417,00:00:34.552,
3,O24,405563,00:00:34.646,
3,P01,189484,00:00:36.965,
3,P02,187082,00:00:36.871,
3,P03,453829,00:00:36.776,
3,P04,436717,00:00:36.683,
3,P05,456851,00:00:36.588,
3,P06,470038,00:00:36.494,
3,P07,438066,00:00:36.400,
3,P08,476668,00:00:36.306,
3,P09,378503,00:00:36.212,
3,P10,431533,00:00:36.118,
3,P11,446092,00:00:36.024,
3,P12,431797,00:00:35.930,
3,P13,381884,00:00:35.836,
3,P14,424407,00:00:35.741,
3,P15,451573,00:00:35.648,
3,P16,429128,00:00:35.554,
3,P17,482202,00:00:35.460,
3,P18,446025,00:00:35.365,
3,P19,301135,00:00:35.271,
3,P20,408572,00:00:35.178,
3,P21,419560,00:00:35.085,
3,P22,420164,00:00:34.991,
3,P23,389797,00:00:34.897,
3,P24,399786,00:00:34.803,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
4,A01,433009,00:00:00.000,
4,A02,414414,00:00:00.095,
4,A03,458654,00:00:00.188,
4,A04,450224,00:00:00.282,
4,A05,469954,00:00:00.377,
4,A06,437326,00:00:00.470,
4,A07,438652,00:00:00.565,
4,A08,431085,00:00:00.658,
4,A09,411540,00:00:00.752,
4,A10,419216,00:00:00.846,
4,A11,426172,00:00:00.940,
4,A12,443998,00:00:01.035,
4,A13,436770,00:00:01.128,
4,A14,464697,00:00:01.223,
4,A15,407256,00:00:01.318,
4,A16,390565,00:00:01.412,
4,A17,404686,00:00:01.506,
4,A18,430905,00:00:01.600,
4,A19,440889,00:00:01.694,
4,A20,423551,00:00:01.788,
4,A21,375844,00:00:01.881,
4,A22,419417,00:00:01.975,
4,A23,162799,00:00:02.069,
4,A24,132386,00:00:02.163,
4,B01,427672,00:00:04.481,
4,B02,416320,00:00:04.388,
4,B03,494201,00:00:04.294,
4,B04,459538,00:00:04.201,
4,B05,446351,00:00:04.106,
4,B06,442431,00:00:04.012,
4,B07,441927,00:00:03.918,
4,B08,468582,00:00:03.825,
4,B09,423672,00:00:03.731,
4,B10,417663,00:00:03.637,
4,B11,406376,00:00:03.543,
4,B12,431395,00:00:03.448,
4,B13,412462,00:00:03.354,
4,B14,410085,00:00:03.260,
4,B15,398774,00:00:03.166,
4,B16,410556,00:00:03.072,
4,B17,405864,00:00:02.977,
4,B18,411103,00:00:02.884,
4,B19,419368,00:00:02.790,
4,B20,413974,00:00:02.697,
4,B21,387166,00:00:02.603,
4,B22,408976,00:00:02.509,
4,B23,131761,00:00:02.415,
4,B24,129110,00:00:02.321,
4,C01,417646,00:00:04.642,
4,C02,428941,00:00:04.736,
4,C03,456714,00:00:04.831,
4,C04,459340,00:00:04.925,
4,C05,291514,00:00:05.018,
4,C06,272538,00:00:05.113,
4,C07,414301,00:00:05.208,
4,C08,406121,00:00:05.306,
4,C09,394511,00:00:05.400,
4,C10,356594,00:00:05.494,
4,C11,313108,00:00:05.588,
4,C12,359350,00:00:05.682,
4,C13,121778,00:00:05.776,
4,C14,142329,00:00:05.870,
4,C15,239203,00:00:05.965,
4,C16,259166,00:00:06.059,
4,C17,393058,00:00:06.153,
4,C18,404111,00:00:06.247,
4,C19,132012,00:00:06.341,
4,C20,129285,00:00:06.435,
4,C21,47289,00:00:06.529,
4,C22,45113,00:00:06.623,
4,C23,175751,00:00:06.718,
4,C24,157259,00:00:06.812,
4,D01,402525,00:00:09.135,
4,D02,391522,00:00:09.041,
4,D03,496568,00:00:08.947,
4,D04,469463,00:00:08.853,
4,D05,271471,00:00:08.759,
4,D06,442931,00:00:08.665,
4,D07,375213,00:00:08.570,
4,D08,435405,00:00:08.476,
4,D09,379443,00:00:08.382,
4,D10,433253,00:00:08.287,
4,D11,368814,00:00:08.193,
4,D12,419923,00:00:08.099,
4,D13,198036,00:00:08.006,
4,D14,438661,00:00:07.911,
4,D15,259088,00:00:07.817,
4,D16,454859,00:00:07.723,
4,D17,403623,00:00:07.628,
4,D18,415322,00:00:07.534,
4,D19,118582,00:00:07.439,
4,D20,416540,00:00:07.346,
4,D21,47401,00:00:07.252,
4,D22,455291,00:00:07.158,
4,D23,182845,00:00:07.063,
4,D24,162162,00:00:06.969,
4,E01,415571,00:00:09.295,
4,E02,426222,00:00:09.389,
4,E03,456911,00:00:09.482,
4,E04,466150,00:00:09.577,
4,E05,412623,00:00:09.671,
4,E06,433927,00:00:09.765,
4,E07,273392,00:00:09.859,
4,E08,261026,00:00:09.952,
4,E09,367628,00:00:10.046,
4,E10,360887,00:00:10.140,
4,E11,373927,00:00:10.234,
4,E12,406489,00:00:10.329,
4,E13,395588,00:00:10.423,
4,E14,434079,00:00:10.517,
4,E15,410319,00:00:10.611,
4,E16,432557,00:00:10.704,
4,E17,411849,00:00:10.799,
4,E18,416825,00:00:10.893,
4,E19,368051,00:00:10.987,
4,E20,373088,00:00:11.081,
4,E21,405022,00:00:11.175,
4,E22,427022,00:00:11.269,
4,E23,160187,00:00:11.363,
4,E24,161701,00:00:11.457,
4,F01,404111,00:00:13.777,
4,F02,400198,00:00:13.684,
4,F03,441746,00:00:13.590,
4,F04,467525,00:00:13.496,
4,F05,445549,00:00:13.401,
4,F06,441926,00:00:13.308,
4,F07,287965,00:00:13.214,
4,F08,469777,00:00:13.120,
4,F09,331428,00:00:13.026,
4,F10,435763,00:00:12.933,
4,F11,405408,00:00:12.838,
4,F12,437109,00:00:12.744,
4,F13,426407,00:00:12.650,
4,F14,430600,00:00:12.555,
4,F15,423903,00:00:12.462,
4,F16,437258,00:00:12.368,
4,F17,380281,00:00:12.274,
4,F18,390057,00:00:12.179,
4,F19,363401,00:00:12.085,
4,F20,364500,00:00:11.991,
4,F21,409086,00:00:11.897,
4,F22,414928,00:00:11.802,
4,F23,163998,00:00:11.709,
4,F24,160360,00:00:11.615,
4,G01,438443,00:00:13.937,
4,G02,376910,00:00:14.032,
4,G03,461352,00:00:14.126,
4,G04,454724,00:00:14.220,
4,G05,416676,00:00:14.314,
4,G06,455407,00:00:14.409,
4,G07,325371,00:00:14.503,
4,G08,336068,00:00:14.597,
4,G09,463118,00:00:14.691,
4,G10,430198,00:00:14.786,
4,G11,450355,00:00:14.879,
4,G12,432625,00:00:14.973,
4,G13,417170,00:00:15.067,
4,G14,468904,00:00:15.162,
4,G15,426134,00:00:15.256,
4,G16,450801,00:00:15.352,
4,G17,389786,00:00:15.446,
4,G18,409099,00:00:15.541,
4,G19,424347,00:00:15.635,
4,G20,411779,00:00:15.729,
4,G21,417508,00:00:15.824,
4,G22,428082,00:00:15.918,
4,G23,186121,00:00:16.012,
4,G24,189238,00:00:16.108,
4,H01,441541,00:00:18.431,
4,H02,372366,00:00:18.337,
4,H03,480867,00:00:18.242,
4,H04,459707,00:00:18.148,
4,H05,425439,00:00:18.054,
4,H06,443427,00:00:17.960,
4,H07,314126,00:00:17.866,
4,H08,420787,00:00:17.772,
4,H09,418044,00:00:17.677,
4,H10,436385,00:00:17.583,
4,H11,473998,00:00:17.489,
4,H12,443335,00:00:17.394,
4,H13,434526,00:00:17.300,
4,H14,447214,00:00:17.206,
4,H15,442536,00:00:17.113,
4,H16,415681,00:00:17.019,
4,H17,341799,00:00:16.924,
4,H18,431924,00:00:16.829,
4,H19,445110,00:00:16.736,
4,H20,442416,00:00:16.641,
4,H21,391400,00:00:16.546,
4,H22,431296,00:00:16.453,
4,H23,156120,00:00:16.359,
4,H24,163835,00:00:16.264,
4,I01,182921,00:00:18.588,
4,I02,179085,00:00:18.682,
4,I03,425296,00:00:18.776,
4,I04,414740,00:00:18.870,
4,I05,391545,00:00:18.965,
4,I06,402321,00:00:19.058,
4,I07,352111,00:00:19.152,
4,I08,369112,00:00:19.248,
4,I09,337677,00:00:19.342,
4,I10,335276,00:00:19.435,
4,I11,424342,00:00:19.530,
4,I12,409181,00:00:19.624,
4,I13,494547,00:00:19.718,
4,I14,421849,00:00:19.812,
4,I15,441646,00:00:19.907,
4,I16,470839,00:00:20.001,
4,I17,317022,00:00:20.095,
4,I18,313491,00:00:20.189,
4,I19,98099,00:00:20.282,
4,I20,108079,00:00:20.376,
4,I21,477632,00:00:20.471,
4,I22,411888,00:00:20.565,
4,I23,393299,00:00:20.660,
4,I24,443175,00:00:20.754,
4,J01,165747,00:00:23.073,
4,J02,155378,00:00:22.979,
4,J03,445460,00:00:22.885,
4,J04,416548,00:00:22.792,
4,J05,412309,00:00:22.698,
4,J06,427584,00:00:22.604,
4,J07,395717,00:00:22.509,
4,J08,436763,00:00:22.416,
4,J09,321384,00:00:22.322,
4,J10,412854,00:00:22.229,
4,J11,440654,00:00:22.135,
4,J12,426797,00:00:22.041,
4,J13,448999,00:00:21.947,
4,J14,439393,00:00:21.852,
4,J15,439483,00:00:21.758,
4,J16,438690,00:00:21.663,
4,J17,327685,00:00:21.570,
4,J18,412861,00:00:21.476,
4,J19,122681,00:00:21.383,
4,J20,431645,00:00:21.288,
4,J21,373489,00:00:21.194,
4,J22,413746,00:00:21.100,
4,J23,361042,00:00:21.006,
4,J24,423643,00:00:20.912,
4,K01,173177,00:00:23.230,
4,K02,174556,00:00:23.324,
4,K03,434278,00:00:23.417,
4,K04,408142,00:00:23.512,
4,K05,424158,00:00:23.605,
4,K06,418930,00:00:23.700,
4,K07,402874,00:00:23.794,
4,K08,403553,00:00:23.888,
4,K09,401033,00:00:23.983,
4,K10,414675,00:00:24.077,
4,K11,417030,00:00:24.171,
4,K12,447322,00:00:24.265,
4,K13,349251,00:00:24.359,
4,K14,335133,00:00:24.452,
4,K15,433174,00:00:24.546,
4,K16,433715,00:00:24.641,
4,K17,366328,00:00:24.735,
4,K18,394440,00:00:24.829,
4,K19,401754,00:00:24.923,
4,K20,377142,00:00:25.017,
4,K21,329920,00:00:25.111,
4,K22,325414,00:00:25.206,
4,K23,348225,00:00:25.300,
4,K24,418231,00:00:25.396,
4,L01,188583,00:00:27.722,
4,L02,182866,00:00:27.628,
4,L03,440836,00:00:27.534,
4,L04,430603,00:00:27.440,
4,L05,457749,00:00:27.345,
4,L06,440739,00:00:27.251,
4,L07,404482,00:00:27.157,
4,L08,456260,00:00:27.063,
4,L09,417965,00:00:26.968,
4,L10,408315,00:00:26.874,
4,L11,424633,00:00:26.779,
4,L12,456806,00:00:26.685,
4,L13,375314,00:00:26.592,
4,L14,425576,00:00:26.498,
4,L15,420957,00:00:26.404,
4,L16,435330,00:00:26.310,
4,L17,423897,00:00:26.216,
4,L18,445518,00:00:26.122,
4,L19,374337,00:00:26.028,
4,L20,421241,00:00:25.934,
4,L21,341269,00:00:25.839,
4,L22,429368,00:00:25.745,
4,L23,363731,00:00:25.651,
4,L24,386042,00:00:25.556,
4,M01,193427,00:00:27.879,
4,M02,188342,00:00:27.973,
4,M03,406034,00:00:28.067,
4,M04,440717,00:00:28.161,
4,M05,381388,00:00:28.256,
4,M06,370285,00:00:28.351,
4,M07,345809,00:00:28.445,
4,M08,350441,00:00:28.538,
4,M09,428268,00:00:28.632,
4,M10,431114,00:00:28.725,
4,M11,127050,00:00:28.820,
4,M12,125034,00:00:28.914,
4,M13,434305,00:00:29.008,
4,M14,422693,00:00:29.103,
4,M15,364238,00:00:29.196,
4,M16,390327,00:00:29.291,
4,M17,364331,00:00:29.385,
4,M18,368896,00:00:29.479,
4,M19,397223,00:00:29.573,
4,M20,445165,00:00:29.667,
4,M21,409939,00:00:29.761,
4,M22,392833,00:00:29.854,
4,M23,366122,00:00:29.948,
4,M24,389443,00:00:30.042,
4,N01,173895,00:00:32.364,
4,N02,173778,00:00:32.271,
4,N03,465043,00:00:32.178,
4,N04,427281,00:00:32.084,
4,N05,357051,00:00:31.990,
4,N06,453504,00:00:31.896,
4,N07,355832,00:00:31.802,
4,N08,419185,00:00:31.708,
4,N09,423333,00:00:31.614,
4,N10,438745,00:00:31.520,
4,N11,125810,00:00:31.426,
4,N12,432727,00:00:31.331,
4,N13,450511,00:00:31.237,
4,N14,422749,00:00:31.143,
4,N15,371470,00:00:31.049,
4,N16,438476,00:00:30.954,
4,N17,318966,00:00:30.860,
4,N18,412256,00:00:30.766,
4,N19,406490,00:00:30.672,
4,N20,405347,00:00:30.577,
4,N21,381660,00:00:30.484,
4,N22,425600,00:00:30.389,
4,N23,360484,00:00:30.294,
4,N24,395306,00:00:30.200,
4,O01,178204,00:00:32.525,
4,O02,175231,00:00:32.619,
4,O03,439253,00:00:32.713,
4,O04,475241,00:00:32.807,
4,O05,369431,00:00:32.901,
4,O06,357787,00:00:32.995,
4,O07,334416,00:00:33.090,
