plate,well,signal,row,col,drugs,group_code,groups
2,D22,662433.1875,4,22,dmso wellmate only/unpinned,1,dmso
2,D23,217815.859375,4,23,STAUR + dmso,10,staur
2,D24,209822.765625,4,24,STAUR + dmso,10,staur
2,E01,419365.28125,5,1,DMSO + dmso,0,bckg
2,E02,470374.46875,5,2,DMSO + dmso,0,bckg
2,E03,545649,5,3,dmso wellmate only/unpinned,1,dmso
2,E04,565780.5625,5,4,dmso wellmate only/unpinned,1,dmso
2,E05,611409.4375,5,5,FRAX597,2,lib
2,E06,491714.65625,5,6,FRAX597,2,lib
2,E07,285526.40625,5,7,Ganetespib,2,lib
2,E08,301600.15625,5,8,Ganetespib,2,lib
2,E09,348703.28125,5,9,Afatinib,2,lib
2,E10,408245.625,5,10,Afatinib,2,lib
2,E11,426818.3125,5,11,Volasertib,2,lib
2,E12,389237.96875,5,12,Volasertib,2,lib
2,E13,547365.5,5,13,PF-573228,2,lib
2,E14,497614.59375,5,14,PF-573228,2,lib
2,E15,500250.71875,5,15,ART558,2,lib
2,E16,548247.1875,5,16,ART558,2,lib
2,E17,554217.1875,5,17,Mirin,2,lib
2,E18,490961.46875,5,18,Mirin,2,lib
2,E19,325103.5625,5,19,Ferrostatin-1,2,lib
2,E20,324478.8125,5,20,Ferrostatin-1,2,lib
2,E21,463794.34375,5,21,Barasertib,2,lib
2,E22,515366.9375,5,22,Barasertib,2,lib
2,E23,255545.0625,5,23,STAUR + dmso,10,staur
2,E24,236423.5625,5,24,STAUR + dmso,10,staur
2,F01,507659.9375,6,1,DMSO + dmso,0,bckg
2,F02,609961.4375,6,2,DMSO + dmso,0,bckg
2,F03,647763.625,6,3,dmso wellmate only/unpinned,1,dmso
2,F04,713144.625,6,4,dmso wellmate only/unpinned,1,dmso
2,F05,731842.8125,6,5,FRAX597,2,lib
2,F06,691789.8125,6,6,dmso wellmate only/unpinned,1,dmso
2,F07,352244.4375,6,7,Ganetespib,2,lib
2,F08,700074.8125,6,8,dmso wellmate only/unpinned,1,dmso
2,F09,452952,6,9,Afatinib,2,lib
2,F10,749697.3125,6,10,dmso wellmate only/unpinned,1,dmso
2,F11,618596.8125,6,11,Volasertib,2,lib
2,F12,728979,6,12,dmso wellmate only/unpinned,1,dmso
2,F13,737906.25,6,13,PF-573228,2,lib
2,F14,749942.5625,6,14,dmso wellmate only/unpinned,1,dmso
2,F15,749279.875,6,15,ART558,2,lib
2,F16,710391.6875,6,16,dmso wellmate only/unpinned,1,dmso
2,F17,691381.125,6,17,Mirin,2,lib
2,F18,676653.1875,6,18,dmso wellmate only/unpinned,1,dmso
2,F19,354191.59375,6,19,Ferrostatin-1,2,lib
2,F20,481847.375,6,20,dmso wellmate only/unpinned,1,dmso
2,F21,555866.5625,6,21,Barasertib,2,lib
2,F22,691851.125,6,22,dmso wellmate only/unpinned,1,dmso
2,F23,257807.53125,6,23,STAUR + dmso,10,staur
2,F24,229423.046875,6,24,STAUR + dmso,10,staur
2,G01,471530.5,7,1,DMSO + dmso,0,bckg
2,G02,533714.8125,7,2,DMSO + dmso,0,bckg
2,G03,523091.4375,7,3,dmso wellmate only/unpinned,1,dmso
2,G04,578327.75,7,4,dmso wellmate only/unpinned,1,dmso
2,G05,644607.875,7,5,Infigratinib,2,lib
2,G06,559901.0625,7,6,Infigratinib,2,lib
2,G07,419149.25,7,7,Prexasertib,2,lib
2,G08,423210.03125,7,8,Prexasertib,2,lib
2,G09,633675.0625,7,9,Silmitasertib,2,lib
2,G10,503286.8125,7,10,Silmitasertib,2,lib
2,G11,479179.125,7,11,Olaparib,2,lib
2,G12,461756.65625,7,12,Olaparib,2,lib
2,G13,596885.875,7,13,T0070907,2,lib
2,G14,564688.75,7,14,T0070907,2,lib
2,G15,465905,7,15,Dabrafenib,2,lib
2,G16,448707.3125,7,16,Dabrafenib,2,lib
2,G17,382219.9375,7,17,Selumetinib,2,lib
2,G18,413313.5625,7,18,Selumetinib,2,lib
2,G19,548127.5,7,19,Y-27632,2,lib
2,G20,591155.25,7,20,Y-27632,2,lib
2,G21,578844.5,7,21,IWR-1,2,lib
2,G22,543266.8125,7,22,IWR-1,2,lib
2,G23,286799.25,7,23,STAUR + dmso,10,staur
2,G24,246428.046875,7,24,STAUR + dmso,10,staur
2,H01,574833.375,8,1,DMSO + dmso,0,bckg
2,H02,568819.5625,8,2,DMSO + dmso,0,bckg
2,H03,570679.1875,8,3,dmso wellmate only/unpinned,1,dmso
2,H04,689483.5625,8,4,dmso wellmate only/unpinned,1,dmso
2,H05,861927.4375,8,5,Infigratinib,2,lib
2,H06,737266.875,8,6,dmso wellmate only/unpinned,1,dmso
2,H07,578435.8125,8,7,Prexasertib,2,lib
2,H08,687200.6875,8,8,dmso wellmate only/unpinned,1,dmso
2,H09,757818.875,8,9,Silmitasertib,2,lib
2,H10,850019.5625,8,10,dmso wellmate only/unpinned,1,dmso
2,H11,717319.25,8,11,Olaparib,2,lib
2,H12,745715.375,8,12,dmso wellmate only/unpinned,1,dmso
2,H13,744425.0625,8,13,T0070907,2,lib
2,H14,771968.8125,8,14,dmso wellmate only/unpinned,1,dmso
2,H15,581115.6875,8,15,Dabrafenib,2,lib
2,H16,814841.8125,8,16,dmso wellmate only/unpinned,1,dmso
2,H17,498864.03125,8,17,Selumetinib,2,lib
2,H18,601072.125,8,18,dmso wellmate only/unpinned,1,dmso
2,H19,673272.625,8,19,Y-27632,2,lib
2,H20,752993.25,8,20,dmso wellmate only/unpinned,1,dmso
2,H21,605410.25,8,21,IWR-1,2,lib
2,H22,694528.125,8,22,dmso wellmate only/unpinned,1,dmso
2,H23,279673.1875,8,23,STAUR + dmso,10,staur
2,H24,266329,8,24,STAUR + dmso,10,staur
2,I01,237027.859375,9,1,STAUR + dmso,10,staur
2,I02,305354.40625,9,2,STAUR + dmso,10,staur
2,I03,548831,9,3,dmso wellmate only/unpinned,1,dmso
2,I04,528903.8125,9,4,dmso wellmate only/unpinned,1,dmso
2,I05,560327.3125,9,5,Apoptozole,2,lib
2,I06,506369.59375,9,6,Apoptozole,2,lib
2,I07,419210.5625,9,7,Gefitinib,2,lib
2,I08,404841.6875,9,8,Gefitinib,2,lib
2,I09,371926.4375,9,9,Paclitaxel,2,lib
2,I10,378617.5,9,10,Paclitaxel,2,lib
2,I11,478271.21875,9,11,SGI-1027,2,lib
2,I12,434939.84375,9,12,SGI-1027,2,lib
2,I13,551181.0625,9,13,PFK-015,2,lib
2,I14,548641.25,9,14,PFK-015,2,lib
2,I15,502078.21875,9,15,Nedisertib,2,lib
2,I16,474368.09375,9,16,Nedisertib,2,lib
2,I17,403729.4375,9,17,Lapatinib,2,lib
2,I18,401548.71875,9,18,Lapatinib,2,lib
2,I19,326426,9,19,Dinaciclib,2,lib
2,I20,298578.6875,9,20,Dinaciclib,2,lib
2,I21,527645.5625,9,21,TAK-580,2,lib
2,I22,440258.8125,9,22,TAK-580,2,lib
2,I23,614874.6875,9,23,DMSO + dmso,0,bckg
2,I24,582721.3125,9,24,DMSO + dmso,0,bckg
2,J01,263403.875,10,1,STAUR + dmso,10,staur
2,J02,283602.59375,10,2,STAUR + dmso,10,staur
2,J03,642327.875,10,3,dmso wellmate only/unpinned,1,dmso
2,J04,722270.375,10,4,dmso wellmate only/unpinned,1,dmso
2,J05,597928.0625,10,5,Apoptozole,2,lib
2,J06,800735.6875,10,6,dmso wellmate only/unpinned,1,dmso
2,J07,451758,10,7,Gefitinib,2,lib
2,J08,746740.0625,10,8,dmso wellmate only/unpinned,1,dmso
2,J09,495051.4375,10,9,Paclitaxel,2,lib
2,J10,799670.1875,10,10,dmso wellmate only/unpinned,1,dmso
2,J11,760843.3125,10,11,SGI-1027,2,lib
2,J12,755220.6875,10,12,dmso wellmate only/unpinned,1,dmso
2,J13,789186.875,10,13,PFK-015,2,lib
2,J14,746991.125,10,14,dmso wellmate only/unpinned,1,dmso
2,J15,743213.5625,10,15,Nedisertib,2,lib
2,J16,682296.25,10,16,dmso wellmate only/unpinned,1,dmso
2,J17,453188.46875,10,17,Lapatinib,2,lib
2,J18,639504.9375,10,18,dmso wellmate only/unpinned,1,dmso
2,J19,331321.6875,10,19,Dinaciclib,2,lib
2,J20,706319.25,10,20,dmso wellmate only/unpinned,1,dmso
2,J21,538123,10,21,TAK-580,2,lib
2,J22,708932.0625,10,22,dmso wellmate only/unpinned,1,dmso
2,J23,606995.4375,10,23,DMSO + dmso,0,bckg
2,J24,537740.5625,10,24,DMSO + dmso,0,bckg
2,K01,287152.46875,11,1,STAUR + dmso,10,staur
2,K02,238420.375,11,2,STAUR + dmso,10,staur
2,K03,517500.9375,11,3,KU-55933,2,lib
2,K04,511060.9375,11,4,KU-55933,2,lib
2,K05,578727.6875,11,5,GSK2606414,2,lib
2,K06,533332.375,11,6,GSK2606414,2,lib
2,K07,408555.0625,11,7,Tipifarnib,2,lib
2,K08,476633.46875,11,8,Tipifarnib,2,lib
2,K09,548051.5625,11,9,Axitinib,2,lib
2,K10,556339.5,11,10,Axitinib,2,lib
2,K11,452248.4375,11,11,Laduviglusib,2,lib
2,K12,467939.75,11,12,Laduviglusib,2,lib
2,K13,424199.6875,11,13,Berzosertib,2,lib
2,K14,493708.53125,11,14,Berzosertib,2,lib
2,K15,552529.8125,11,15,Ceritinib,2,lib
2,K16,499115.09375,11,16,Ceritinib,2,lib
2,K17,484825.0625,11,17,Navitoclax,2,lib
2,K18,508775.125,11,18,Navitoclax,2,lib
2,K19,537130.4375,11,19,Ro-3306,2,lib
2,K20,542192.5,11,20,Ro-3306,2,lib
2,K21,367290.5625,11,21,Empesertib,2,lib
2,K22,436440.34375,11,22,Empesertib,2,lib
2,K23,627056.9375,11,23,DMSO + dmso,0,bckg
2,K24,645147.9375,11,24,DMSO + dmso,0,bckg
2,L01,235355.09375,12,1,STAUR + dmso,10,staur
2,L02,277930.375,12,2,STAUR + dmso,10,staur
2,L03,661160.375,12,3,KU-55933,2,lib
2,L04,696387.75,12,4,dmso wellmate only/unpinned,1,dmso
2,L05,757667.0625,12,5,GSK2606414,2,lib
2,L06,888256.75,12,6,dmso wellmate only/unpinned,1,dmso
2,L07,628040.75,12,7,Tipifarnib,2,lib
2,L08,771113.4375,12,8,dmso wellmate only/unpinned,1,dmso
2,L09,687551,12,9,Axitinib,2,lib
2,L10,723972.375,12,10,dmso wellmate only/unpinned,1,dmso
2,L11,739678.25,12,11,Laduviglusib,2,lib
2,L12,726681.5,12,12,dmso wellmate only/unpinned,1,dmso
2,L13,735328.5,12,13,Berzosertib,2,lib
2,L14,825964.4375,12,14,dmso wellmate only/unpinned,1,dmso
2,L15,714887.4375,12,15,Ceritinib,2,lib
2,L16,732847.0625,12,16,dmso wellmate only/unpinned,1,dmso
2,L17,665956.8125,12,17,Navitoclax,2,lib
2,L18,707921.9375,12,18,dmso wellmate only/unpinned,1,dmso
2,L19,675681.0625,12,19,Ro-3306,2,lib
2,L20,736070,12,20,dmso wellmate only/unpinned,1,dmso
2,L21,502548.21875,12,21,Empesertib,2,lib
2,L22,639020.3125,12,22,dmso wellmate only/unpinned,1,dmso
2,L23,638308,12,23,DMSO + dmso,0,bckg
2,L24,609438.875,12,24,DMSO + dmso,0,bckg
2,M01,238864.109375,13,1,STAUR + dmso,10,staur
2,M02,252228.71875,13,2,STAUR + dmso,10,staur
2,M03,534567.25,13,3,SGX-523,2,lib
2,M04,644888.125,13,4,SGX-523,2,lib
2,M05,565547,13,5,Alisertib,2,lib
2,M06,559057.375,13,6,Alisertib,2,lib
2,M07,416145.28125,13,7,Onvansertib,2,lib
2,M08,393903.03125,13,8,Onvansertib,2,lib
2,M09,542423.125,13,9,AZD1390,2,lib
2,M10,543628.8125,13,10,AZD1390,2,lib
2,M11,354305.46875,13,11,Camptothecin,2,lib
2,M12,288469.09375,13,12,Camptothecin,2,lib
2,M13,528060.125,13,13,Tomivosertib,2,lib
2,M14,524670.8125,13,14,Tomivosertib,2,lib
2,M15,512053.5,13,15,FRAX1036,2,lib
2,M16,509884.46875,13,16,FRAX1036,2,lib
2,M17,391348.625,13,17,Trametinib,2,lib
2,M18,438603.5625,13,18,Trametinib,2,lib
2,M19,547458.9375,13,19,Lonafarnib,2,lib
2,M20,611281,13,20,Lonafarnib,2,lib
2,M21,570985.6875,13,21,Niclosamide,2,lib
2,M22,610956.9375,13,22,Niclosamide,2,lib
2,M23,579104.3125,13,23,DMSO + dmso,0,bckg
2,M24,548150.8125,13,24,DMSO + dmso,0,bckg
2,N01,256079.296875,14,1,STAUR + dmso,10,staur
2,N02,319308.71875,14,2,STAUR + dmso,10,staur
2,N03,695830.1875,14,3,SGX-523,2,lib
2,N04,782805.25,14,4,dmso wellmate only/unpinned,1,dmso
2,N05,640964.5625,14,5,Alisertib,2,lib
2,N06,689413.5,14,6,dmso wellmate only/unpinned,1,dmso
2,N07,528048.4375,14,7,Onvansertib,2,lib
2,N08,689069,14,8,dmso wellmate only/unpinned,1,dmso
2,N09,782927.875,14,9,AZD1390,2,lib
2,N10,720562.5625,14,10,dmso wellmate only/unpinned,1,dmso
2,N11,379411.5625,14,11,Camptothecin,2,lib
2,N12,701368.125,14,12,dmso wellmate only/unpinned,1,dmso
2,N13,682848,14,13,Tomivosertib,2,lib
2,N14,725986.6875,14,14,dmso wellmate only/unpinned,1,dmso
2,N15,700979.8125,14,15,FRAX1036,2,lib
2,N16,714589.6875,14,16,dmso wellmate only/unpinned,1,dmso
2,N17,480697.15625,14,17,Trametinib,2,lib
2,N18,707843.125,14,18,dmso wellmate only/unpinned,1,dmso
2,N19,700839.6875,14,19,Lonafarnib,2,lib
2,N20,752517.375,14,20,dmso wellmate only/unpinned,1,dmso
2,N21,687346.625,14,21,Niclosamide,2,lib
2,N22,647801.625,14,22,dmso wellmate only/unpinned,1,dmso
2,N23,683510.625,14,23,DMSO + dmso,0,bckg
2,N24,634378.625,14,24,DMSO + dmso,0,bckg
2,O01,268209.0625,15,1,STAUR + dmso,10,staur
2,O02,425875.34375,15,2,STAUR + dmso,10,staur
2,O03,572436.625,15,3,BML-277,2,lib
2,O04,663011.25,15,4,BML-277,2,lib
2,O05,563544.375,15,5,Ceralasertib,2,lib
2,O06,572950.375,15,6,Ceralasertib,2,lib
2,O07,489814.1875,15,7,ZN-c3,2,lib
2,O08,457684.21875,15,8,ZN-c3,2,lib
2,O09,347763.28125,15,9,(+)-JQ-1,2,lib
2,O10,403691.5,15,10,(+)-JQ-1,2,lib
2,O11,467869.6875,15,11,Adavosertib,2,lib
2,O12,428853.0625,15,12,Adavosertib,2,lib
2,O13,506959.3125,15,13,Adapalene,2,lib
2,O14,505601.8125,15,14,Adapalene,2,lib
2,O15,526591.6875,15,15,LB-100,2,lib
2,O16,473407.625,15,16,LB-100,2,lib
2,O17,391412.84375,15,17,Palbociclib (monohydrochloride),2,lib
2,O18,369491.71875,15,18,Palbociclib (monohydrochloride),2,lib
2,O19,437584.71875,15,19,Copanlisib (dihydrochloride),2,lib
2,O20,387319.96875,15,20,Copanlisib (dihydrochloride),2,lib
2,O21,602114.3125,15,21,Oxaliplatin,2,lib
2,O22,617186.75,15,22,Oxaliplatin,2,lib
2,O23,671979.375,15,23,DMSO + dmso,0,bckg
2,O24,612769.8125,15,24,DMSO + dmso,0,bckg
2,P01,247951.9375,16,1,STAUR + dmso,10,staur
2,P02,294865.3125,16,2,STAUR + dmso,10,staur
2,P03,672963.1875,16,3,BML-277,2,lib
2,P04,665159.875,16,4,dmso wellmate only/unpinned,1,dmso
2,P05,644911.5,16,5,Ceralasertib,2,lib
2,P06,630317.8125,16,6,dmso wellmate only/unpinned,1,dmso
2,P07,589275.1875,16,7,ZN-c3,2,lib
2,P08,595484.5625,16,8,dmso wellmate only/unpinned,1,dmso
2,P09,502539.46875,16,9,(+)-JQ-1,2,lib
2,P10,753098.3125,16,10,dmso wellmate only/unpinned,1,dmso
2,P11,566971.625,16,11,Adavosertib,2,lib
2,P12,628919.5,16,12,dmso wellmate only/unpinned,1,dmso
2,P13,625746.1875,16,13,Adapalene,2,lib
2,P14,725580.875,16,14,dmso wellmate only/unpinned,1,dmso
2,P15,575449.3125,16,15,LB-100,2,lib
2,P16,637978.125,16,16,dmso wellmate only/unpinned,1,dmso
2,P17,482755.28125,16,17,Palbociclib (monohydrochloride),2,lib
2,P18,740232.9375,16,18,dmso wellmate only/unpinned,1,dmso
2,P19,439006.4375,16,19,Copanlisib (dihydrochloride),2,lib
2,P20,585217.375,16,20,dmso wellmate only/unpinned,1,dmso
2,P21,653789.125,16,21,Oxaliplatin,2,lib
2,P22,701382.6875,16,22,dmso wellmate only/unpinned,1,dmso
2,P23,587836,16,23,DMSO + dmso,0,bckg
2,P24,602091,16,24,DMSO + dmso,0,bckg
3,A01,418895.28125,1,1,DMSO + dmso,0,bckg
3,A02,411074.4375,1,2,DMSO + dmso,0,bckg
3,A03,295709,1,3,dmso wellmate only/unpinned,1,dmso
3,A04,321924.4375,1,4,dmso wellmate only/unpinned,1,dmso
3,A05,282069.96875,1,5,Hydroxyurea,2,lib
3,A06,312503.8125,1,6,Hydroxyurea,2,lib
3,A07,305614.21875,1,7,Tazemetostat,2,lib
3,A08,341051.78125,1,8,Tazemetostat,2,lib
3,A09,290387.09375,1,9,Pemetrexed,2,lib
3,A10,226313.96875,1,10,Pemetrexed,2,lib
3,A11,224355.109375,1,11,Raloxifene (hydrochloride),2,lib
3,A12,244863.296875,1,12,Raloxifene (hydrochloride),2,lib
3,A13,298237.125,1,13,Mifepristone,2,lib
3,A14,297656.15625,1,14,Mifepristone,2,lib
3,A15,250410,1,15,Fulvestrant,2,lib
3,A16,281532.8125,1,16,Fulvestrant,2,lib
3,A17,274646.125,1,17,Enzalutamide,2,lib
3,A18,304913.59375,1,18,Enzalutamide,2,lib
3,A19,307958.4375,1,19,Rucaparib,2,lib
3,A20,320438.5,1,20,Rucaparib,2,lib
3,A21,322893.625,1,21,5-Fluorouracil,2,lib
3,A22,369812.84375,1,22,5-Fluorouracil,2,lib
3,A23,211177.328125,1,23,STAUR + dmso,10,staur
3,A24,232704.359375,1,24,STAUR + dmso,10,staur
3,B01,599951.125,2,1,DMSO + dmso,0,bckg
3,B02,634381.5,2,2,DMSO + dmso,0,bckg
3,B03,404246.15625,2,3,dmso wellmate only/unpinned,1,dmso
3,B04,377283.375,2,4,dmso wellmate only/unpinned,1,dmso
3,B05,457418.53125,2,5,Hydroxyurea,2,lib
3,B06,382908.90625,2,6,dmso wellmate only/unpinned,1,dmso
3,B07,319945.125,2,7,Tazemetostat,2,lib
3,B08,357324.03125,2,8,dmso wellmate only/unpinned,1,dmso
3,B09,322905.3125,2,9,Pemetrexed,2,lib
3,B10,398229.46875,2,10,dmso wellmate only/unpinned,1,dmso
3,B11,394387.625,2,11,Raloxifene (hydrochloride),2,lib
3,B12,373123.34375,2,12,dmso wellmate only/unpinned,1,dmso
3,B13,404068.09375,2,13,Mifepristone,2,lib
3,B14,411296.3125,2,14,dmso wellmate only/unpinned,1,dmso
3,B15,398714.0625,2,15,Fulvestrant,2,lib
3,B16,366791.375,2,16,dmso wellmate only/unpinned,1,dmso
3,B17,363034.21875,2,17,Enzalutamide,2,lib
3,B18,352530.5,2,18,dmso wellmate only/unpinned,1,dmso
3,B19,356810.21875,2,19,Rucaparib,2,lib
3,B20,410420.5,2,20,dmso wellmate only/unpinned,1,dmso
3,B21,351356.9375,2,21,5-Fluorouracil,2,lib
3,B22,362894.09375,2,22,dmso wellmate only/unpinned,1,dmso
3,B23,217415.90625,2,23,STAUR + dmso,10,staur
3,B24,188196.5,2,24,STAUR + dmso,10,staur
3,C01,405702.90625,3,1,DMSO + dmso,0,bckg
3,C02,446065.34375,3,2,DMSO + dmso,0,bckg
3,C03,338996.5625,3,3,dmso wellmate only/unpinned,1,dmso
3,C04,335689,3,4,dmso wellmate only/unpinned,1,dmso
3,C05,273282.8125,3,5,Gemcitabine,2,lib
3,C06,295017.125,3,6,Gemcitabine,2,lib
3,C07,306843.25,3,7,Erlotinib,2,lib
3,C08,251148.578125,3,8,Erlotinib,2,lib
3,C09,298018.15625,3,9,Saracatinib,2,lib
3,C10,274470.96875,3,10,Saracatinib,2,lib
3,C11,239760.34375,3,11,Ipatasertib,2,lib
3,C12,262198.1875,3,12,Ipatasertib,2,lib
3,C13,278762.375,3,13,Vorinostat,2,lib
3,C14,262478.4375,3,14,Vorinostat,2,lib
3,C15,332685.03125,3,15,Buparlisib,2,lib
3,C16,294801.09375,3,16,Buparlisib,2,lib
3,C17,284828.71875,3,17,Everolimus,2,lib
3,C18,283479.96875,3,18,Everolimus,2,lib
3,C19,272053.78125,3,19,Topotecan (Hydrochloride),2,lib
3,C20,230517.78125,3,20,Topotecan (Hydrochloride),2,lib
3,C21,256817.890625,3,21,Bortezomib,2,lib
3,C22,288258.90625,3,22,Bortezomib,2,lib
3,C23,239450.890625,3,23,STAUR + dmso,10,staur
3,C24,211264.90625,3,24,STAUR + dmso,10,staur
3,D01,589412.4375,4,1,DMSO + dmso,0,bckg
3,D02,638205.8125,4,2,DMSO + dmso,0,bckg
3,D03,490561.53125,4,3,dmso wellmate only/unpinned,1,dmso
3,D04,509280.15625,4,4,dmso wellmate only/unpinned,1,dmso
3,D05,345711,4,5,Gemcitabine,2,lib
3,D06,490584.875,4,6,dmso wellmate only/unpinned,1,dmso
3,D07,393278.3125,4,7,Erlotinib,2,lib
3,D08,429793.09375,4,8,dmso wellmate only/unpinned,1,dmso
3,D09,483587.28125,4,9,Saracatinib,2,lib
3,D10,479876.84375,4,10,dmso wellmate only/unpinned,1,dmso
3,D11,380322.375,4,11,Ipatasertib,2,lib
3,D12,381720.75,4,12,dmso wellmate only/unpinned,1,dmso
3,D13,433004.3125,4,13,Vorinostat,2,lib
3,D14,510690.1875,4,14,dmso wellmate only/unpinned,1,dmso
3,D15,451217.9375,4,15,Buparlisib,2,lib
3,D16,391284.40625,4,16,dmso wellmate only/unpinned,1,dmso
3,D17,423137.03125,4,17,Everolimus,2,lib
3,D18,468377.65625,4,18,dmso wellmate only/unpinned,1,dmso
3,D19,293931.125,4,19,Topotecan (Hydrochloride),2,lib
3,D20,393593.59375,4,20,dmso wellmate only/unpinned,1,dmso
3,D21,328332.3125,4,21,Bortezomib,2,lib
3,D22,422605.71875,4,22,dmso wellmate only/unpinned,1,dmso
3,D23,252494.390625,4,23,STAUR + dmso,10,staur
3,D24,251528.09375,4,24,STAUR + dmso,10,staur
3,E01,421992.65625,5,1,DMSO + dmso,0,bckg
3,E02,520989.53125,5,2,DMSO + dmso,0,bckg
3,E03,375861.6875,5,3,dmso wellmate only/unpinned,1,dmso
3,E04,390726.8125,5,4,dmso wellmate only/unpinned,1,dmso
3,E05,415888.375,5,5,FRAX597,2,lib
3,E06,353450.09375,5,6,FRAX597,2,lib
3,E07,271002.84375,5,7,Ganetespib,2,lib
3,E08,257757.90625,5,8,Ganetespib,2,lib
3,E09,329047.5625,5,9,Afatinib,2,lib
3,E10,333038.25,5,10,Afatinib,2,lib
3,E11,323284.8125,5,11,Volasertib,2,lib
3,E12,289736.0625,5,12,Volasertib,2,lib
3,E13,345319.8125,5,13,PF-573228,2,lib
3,E14,349891.46875,5,14,PF-573228,2,lib
3,E15,364286.59375,5,15,ART558,2,lib
3,E16,372627.0625,5,16,ART558,2,lib
3,E17,359893.03125,5,17,Mirin,2,lib
3,E18,345894.90625,5,18,Mirin,2,lib
3,E19,264913.15625,5,19,Ferrostatin-1,2,lib
3,E20,250646.453125,5,20,Ferrostatin-1,2,lib
3,E21,355636.65625,5,21,Barasertib,2,lib
3,E22,389249.65625,5,22,Barasertib,2,lib
3,E23,275641.625,5,23,STAUR + dmso,10,staur
3,E24,237725.578125,5,24,STAUR + dmso,10,staur
3,F01,683998.1875,6,1,DMSO + dmso,0,bckg
3,F02,675596.375,6,2,DMSO + dmso,0,bckg
3,F03,432043.875,6,3,dmso wellmate only/unpinned,1,dmso
3,F04,531534.0625,6,4,dmso wellmate only/unpinned,1,dmso
3,F05,454286.125,6,5,FRAX597,2,lib
3,F06,478393.8125,6,6,dmso wellmate only/unpinned,1,dmso
3,F07,329292.78125,6,7,Ganetespib,2,lib
3,F08,453384.0625,6,8,dmso wellmate only/unpinned,1,dmso
3,F09,399213.25,6,9,Afatinib,2,lib
3,F10,404327.90625,6,10,dmso wellmate only/unpinned,1,dmso
3,F11,464611.75,6,11,Volasertib,2,lib
3,F12,488085.9375,6,12,dmso wellmate only/unpinned,1,dmso
3,F13,465324.0625,6,13,PF-573228,2,lib
3,F14,542262.5625,6,14,dmso wellmate only/unpinned,1,dmso
3,F15,497240.90625,6,15,ART558,2,lib
3,F16,441998.71875,6,16,dmso wellmate only/unpinned,1,dmso
3,F17,424687.1875,6,17,Mirin,2,lib
3,F18,428009.375,6,18,dmso wellmate only/unpinned,1,dmso
3,F19,282980.78125,6,19,Ferrostatin-1,2,lib
3,F20,265613.78125,6,20,dmso wellmate only/unpinned,1,dmso
3,F21,453039.5625,6,21,Barasertib,2,lib
3,F22,444836.3125,6,22,dmso wellmate only/unpinned,1,dmso
3,F23,257378.390625,6,23,STAUR + dmso,10,staur
3,F24,246425.125,6,24,STAUR + dmso,10,staur
3,G01,497454.03125,7,1,DMSO + dmso,0,bckg
3,G02,529858.375,7,2,DMSO + dmso,0,bckg
3,G03,400950.25,7,3,dmso wellmate only/unpinned,1,dmso
3,G04,384429.84375,7,4,dmso wellmate only/unpinned,1,dmso
3,G05,467954.34375,7,5,Infigratinib,2,lib
3,G06,455112.28125,7,6,Infigratinib,2,lib
3,G07,328913.25,7,7,Prexasertib,2,lib
3,G08,269055.65625,7,8,Prexasertib,2,lib
3,G09,349380.5625,7,9,Silmitasertib,2,lib
3,G10,302400.0625,7,10,Silmitasertib,2,lib
3,G11,332722.96875,7,11,Olaparib,2,lib
3,G12,307946.75,7,12,Olaparib,2,lib
3,G13,400456.90625,7,13,T0070907,2,lib
3,G14,341711.53125,7,14,T0070907,2,lib
3,G15,346070.0625,7,15,Dabrafenib,2,lib
3,G16,365139.03125,7,16,Dabrafenib,2,lib
3,G17,342733.3125,7,17,Selumetinib,2,lib
3,G18,326028.96875,7,18,Selumetinib,2,lib
3,G19,391354.46875,7,19,Y-27632,2,lib
3,G20,436527.9375,7,20,Y-27632,2,lib
3,G21,368224.75,7,21,IWR-1,2,lib
3,G22,384634.21875,7,22,IWR-1,2,lib
3,G23,251458.03125,7,23,STAUR + dmso,10,staur
3,G24,234669.046875,7,24,STAUR + dmso,10,staur
3,H01,557241.5625,8,1,DMSO + dmso,0,bckg
3,H02,683452.25,8,2,DMSO + dmso,0,bckg
3,H03,477620.1875,8,3,dmso wellmate only/unpinned,1,dmso
3,H04,445680,8,4,dmso wellmate only/unpinned,1,dmso
3,H05,528474.625,8,5,Infigratinib,2,lib
3,H06,502805.125,8,6,dmso wellmate only/unpinned,1,dmso
3,H07,400886.03125,8,7,Prexasertib,2,lib
3,H08,405647.4375,8,8,dmso wellmate only/unpinned,1,dmso
3,H09,465204.34375,8,9,Silmitasertib,2,lib
3,H10,569094,8,10,dmso wellmate only/unpinned,1,dmso
3,H11,553642.0625,8,11,Olaparib,2,lib
3,H12,563007.1875,8,12,dmso wellmate only/unpinned,1,dmso
3,H13,513916.03125,8,13,T0070907,2,lib
3,H14,577527.875,8,14,dmso wellmate only/unpinned,1,dmso
3,H15,456280,8,15,Dabrafenib,2,lib
3,H16,437970.0625,8,16,dmso wellmate only/unpinned,1,dmso
3,H17,354503.96875,8,17,Selumetinib,2,lib
3,H18,442667.25,8,18,dmso wellmate only/unpinned,1,dmso
3,H19,445052.34375,8,19,Y-27632,2,lib
3,H20,455742.875,8,20,dmso wellmate only/unpinned,1,dmso
3,H21,469997.875,8,21,IWR-1,2,lib
