Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.66,23.64,23.64,57.7,57.6,23.25,23.54,10/2/2023 3:05:57 PM,
2,1,="",14.66,23.64,23.64,57.6,57,23.34,23.44,10/2/2023 3:07:03 PM,
3,1,="",14.66,23.64,23.64,57.3,58.1,23.44,23.34,10/2/2023 3:08:15 PM,
4,1,="",14.66,23.64,23.64,56.8,56.3,23.25,23.54,10/2/2023 3:09:52 PM,
5,1,="",14.66,23.64,23.73,57.3,57.9,23.34,23.25,10/2/2023 3:10:54 PM,
6,1,="",14.66,23.73,23.73,57.6,56.6,23.25,23.25,10/2/2023 3:11:58 PM,
7,1,="",14.66,23.73,23.73,56.8,57.4,23.34,23.25,10/2/2023 3:13:02 PM,
8,1,="",14.66,23.73,23.73,58.1,56.6,23.34,23.25,10/2/2023 3:14:06 PM,
9,1,="",14.66,23.73,23.73,56.6,57.1,23.25,23.34,10/2/2023 3:15:08 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1467,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1358,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1468,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1411,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1393,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
7,new alamar blue,0,1342,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
8,new alamar blue,0,1372,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
9,new alamar blue,0,1607,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
2,M18,364230,00:00:29.374,
2,M19,392776,00:00:29.468,
2,M20,412529,00:00:29.562,
2,M21,389443,00:00:29.655,
2,M22,433976,00:00:29.748,
2,M23,454339,00:00:29.842,
2,M24,539393,00:00:29.936,
2,N01,214058,00:00:32.250,
2,N02,207647,00:00:32.157,
2,N03,438338,00:00:32.064,
2,N04,460485,00:00:31.970,
2,N05,364409,00:00:31.876,
2,N06,421145,00:00:31.783,
2,N07,320999,00:00:31.689,
2,N08,410631,00:00:31.595,
2,N09,412742,00:00:31.502,
2,N10,424331,00:00:31.408,
2,N11,148142,00:00:31.314,
2,N12,410517,00:00:31.220,
2,N13,441703,00:00:31.126,
2,N14,406664,00:00:31.033,
2,N15,410893,00:00:30.939,
2,N16,409761,00:00:30.845,
2,N17,341079,00:00:30.751,
2,N18,407877,00:00:30.657,
2,N19,394168,00:00:30.563,
2,N20,411953,00:00:30.469,
2,N21,394366,00:00:30.376,
2,N22,446702,00:00:30.282,
2,N23,462513,00:00:30.187,
2,N24,510266,00:00:30.093,
2,O01,191257,00:00:32.410,
2,O02,194792,00:00:32.504,
2,O03,422755,00:00:32.597,
2,O04,373155,00:00:32.692,
2,O05,444084,00:00:32.785,
2,O06,382083,00:00:32.879,
2,O07,396345,00:00:32.973,
2,O08,411175,00:00:33.067,
2,O09,278453,00:00:33.161,
2,O10,269082,00:00:33.254,
2,O11,320719,00:00:33.348,
2,O12,357354,00:00:33.442,
2,O13,437875,00:00:33.536,
2,O14,370657,00:00:33.630,
2,O15,421022,00:00:33.723,
2,O16,356873,00:00:33.817,
2,O17,403686,00:00:33.910,
2,O18,401122,00:00:34.003,
2,O19,270875,00:00:34.098,
2,O20,303671,00:00:34.192,
2,O21,431845,00:00:34.285,
2,O22,474122,00:00:34.379,
2,O23,421626,00:00:34.473,
2,O24,527779,00:00:34.566,
2,P01,221504,00:00:36.880,
2,P02,201666,00:00:36.786,
2,P03,458316,00:00:36.692,
2,P04,460697,00:00:36.599,
2,P05,414846,00:00:36.505,
2,P06,472420,00:00:36.410,
2,P07,389129,00:00:36.317,
2,P08,460087,00:00:36.223,
2,P09,335179,00:00:36.130,
2,P10,442887,00:00:36.036,
2,P11,349919,00:00:35.942,
2,P12,431707,00:00:35.849,
2,P13,368826,00:00:35.754,
2,P14,414000,00:00:35.660,
2,P15,419302,00:00:35.567,
2,P16,422303,00:00:35.474,
2,P17,426240,00:00:35.380,
2,P18,373142,00:00:35.285,
2,P19,291186,00:00:35.191,
2,P20,388044,00:00:35.098,
2,P21,433921,00:00:35.004,
2,P22,434952,00:00:34.911,
2,P23,436649,00:00:34.817,
2,P24,490190,00:00:34.723,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
3,A01,538620,00:00:00.000,
3,A02,420732,00:00:00.093,
3,A03,468758,00:00:00.187,
3,A04,447304,00:00:00.281,
3,A05,502442,00:00:00.374,
3,A06,489774,00:00:00.468,
3,A07,484992,00:00:00.562,
3,A08,454003,00:00:00.655,
3,A09,414153,00:00:00.748,
3,A10,448273,00:00:00.842,
3,A11,424443,00:00:00.936,
3,A12,425697,00:00:01.030,
3,A13,427794,00:00:01.124,
3,A14,471155,00:00:01.217,
3,A15,418317,00:00:01.312,
3,A16,427244,00:00:01.406,
3,A17,435735,00:00:01.500,
3,A18,436212,00:00:01.594,
3,A19,435074,00:00:01.688,
3,A20,422394,00:00:01.781,
3,A21,424573,00:00:01.874,
3,A22,438057,00:00:01.968,
3,A23,143524,00:00:02.061,
3,A24,148628,00:00:02.155,
3,B01,424973,00:00:04.465,
3,B02,427105,00:00:04.372,
3,B03,478220,00:00:04.279,
3,B04,475741,00:00:04.186,
3,B05,495109,00:00:04.092,
3,B06,507371,00:00:03.998,
3,B07,496042,00:00:03.904,
3,B08,483406,00:00:03.811,
3,B09,490152,00:00:03.718,
3,B10,502414,00:00:03.625,
3,B11,457470,00:00:03.530,
3,B12,454493,00:00:03.436,
3,B13,460209,00:00:03.342,
3,B14,466346,00:00:03.248,
3,B15,455856,00:00:03.155,
3,B16,463957,00:00:03.061,
3,B17,440367,00:00:02.967,
3,B18,457337,00:00:02.873,
3,B19,454291,00:00:02.780,
3,B20,459755,00:00:02.687,
3,B21,454582,00:00:02.594,
3,B22,441620,00:00:02.500,
3,B23,153423,00:00:02.406,
3,B24,170610,00:00:02.312,
3,C01,454084,00:00:04.626,
3,C02,448501,00:00:04.720,
3,C03,485603,00:00:04.814,
3,C04,429394,00:00:04.907,
3,C05,310463,00:00:05.001,
3,C06,282711,00:00:05.095,
3,C07,423174,00:00:05.189,
3,C08,430338,00:00:05.283,
3,C09,472302,00:00:05.377,
3,C10,456222,00:00:05.471,
3,C11,419043,00:00:05.565,
3,C12,409906,00:00:05.659,
3,C13,391298,00:00:05.753,
3,C14,400735,00:00:05.846,
3,C15,435296,00:00:05.940,
3,C16,419091,00:00:06.034,
3,C17,470006,00:00:06.128,
3,C18,426256,00:00:06.222,
3,C19,201571,00:00:06.315,
3,C20,209172,00:00:06.409,
3,C21,50902,00:00:06.503,
3,C22,54534,00:00:06.596,
3,C23,155641,00:00:06.691,
3,C24,153133,00:00:06.785,
3,D01,474766,00:00:09.100,
3,D02,437919,00:00:09.007,
3,D03,498636,00:00:08.913,
3,D04,453256,00:00:08.819,
3,D05,305124,00:00:08.725,
3,D06,449493,00:00:08.631,
3,D07,409136,00:00:08.537,
3,D08,477560,00:00:08.443,
3,D09,444102,00:00:08.349,
3,D10,461304,00:00:08.255,
3,D11,375935,00:00:08.162,
3,D12,436474,00:00:08.068,
3,D13,443373,00:00:07.975,
3,D14,416965,00:00:07.881,
3,D15,427465,00:00:07.786,
3,D16,435502,00:00:07.692,
3,D17,433098,00:00:07.598,
3,D18,428545,00:00:07.504,
3,D19,188678,00:00:07.410,
3,D20,456040,00:00:07.317,
3,D21,45739,00:00:07.224,
3,D22,434157,00:00:07.130,
3,D23,154911,00:00:07.035,
3,D24,164606,00:00:06.942,
3,E01,440750,00:00:09.260,
3,E02,419220,00:00:09.353,
3,E03,493007,00:00:09.446,
3,E04,443306,00:00:09.540,
3,E05,454846,00:00:09.634,
3,E06,435928,00:00:09.728,
3,E07,302081,00:00:09.821,
3,E08,311154,00:00:09.914,
3,E09,381457,00:00:10.008,
3,E10,379389,00:00:10.102,
3,E11,438940,00:00:10.196,
3,E12,400983,00:00:10.290,
3,E13,376912,00:00:10.384,
3,E14,429249,00:00:10.477,
3,E15,441947,00:00:10.571,
3,E16,406239,00:00:10.664,
3,E17,452724,00:00:10.758,
3,E18,443981,00:00:10.851,
3,E19,218143,00:00:10.945,
3,E20,226402,00:00:11.039,
3,E21,444546,00:00:11.133,
3,E22,435390,00:00:11.226,
3,E23,190393,00:00:11.320,
3,E24,211453,00:00:11.414,
3,F01,467370,00:00:13.727,
3,F02,461675,00:00:13.634,
3,F03,521806,00:00:13.541,
3,F04,462470,00:00:13.447,
3,F05,452901,00:00:13.352,
3,F06,459611,00:00:13.259,
3,F07,286213,00:00:13.166,
3,F08,449442,00:00:13.072,
3,F09,387672,00:00:12.978,
3,F10,433846,00:00:12.885,
3,F11,401657,00:00:12.791,
3,F12,429492,00:00:12.697,
3,F13,424571,00:00:12.603,
3,F14,414593,00:00:12.509,
3,F15,407712,00:00:12.415,
3,F16,427166,00:00:12.322,
3,F17,425054,00:00:12.228,
3,F18,419798,00:00:12.134,
3,F19,179692,00:00:12.040,
3,F20,201624,00:00:11.946,
3,F21,447853,00:00:11.853,
3,F22,445158,00:00:11.758,
3,F23,195588,00:00:11.665,
3,F24,197012,00:00:11.572,
3,G01,457890,00:00:13.887,
3,G02,493646,00:00:13.981,
3,G03,520070,00:00:14.075,
3,G04,467639,00:00:14.168,
3,G05,461897,00:00:14.262,
3,G06,453119,00:00:14.356,
3,G07,308742,00:00:14.450,
3,G08,332653,00:00:14.544,
3,G09,451719,00:00:14.638,
3,G10,413480,00:00:14.732,
3,G11,425318,00:00:14.825,
3,G12,451611,00:00:14.919,
3,G13,418838,00:00:15.013,
3,G14,397968,00:00:15.107,
3,G15,429086,00:00:15.200,
3,G16,409735,00:00:15.295,
3,G17,363349,00:00:15.388,
3,G18,412345,00:00:15.483,
3,G19,454576,00:00:15.576,
3,G20,462751,00:00:15.670,
3,G21,439026,00:00:15.765,
3,G22,375782,00:00:15.859,
3,G23,200459,00:00:15.953,
3,G24,238325,00:00:16.048,
3,H01,460476,00:00:18.363,
3,H02,463607,00:00:18.269,
3,H03,476588,00:00:18.175,
3,H04,454462,00:00:18.081,
3,H05,457320,00:00:17.988,
3,H06,442320,00:00:17.894,
3,H07,336524,00:00:17.800,
3,H08,363150,00:00:17.706,
3,H09,446428,00:00:17.612,
3,H10,475005,00:00:17.519,
3,H11,485275,00:00:17.425,
3,H12,376580,00:00:17.330,
3,H13,405227,00:00:17.236,
3,H14,441113,00:00:17.143,
3,H15,440636,00:00:17.049,
3,H16,431136,00:00:16.956,
3,H17,400537,00:00:16.862,
3,H18,392720,00:00:16.767,
3,H19,467503,00:00:16.674,
3,H20,423554,00:00:16.580,
3,H21,444896,00:00:16.485,
3,H22,479093,00:00:16.392,
3,H23,178418,00:00:16.299,
3,H24,216413,00:00:16.204,
3,I01,165837,00:00:18.520,
3,I02,191410,00:00:18.613,
3,I03,536920,00:00:18.707,
3,I04,484503,00:00:18.801,
3,I05,471085,00:00:18.895,
3,I06,471722,00:00:18.988,
3,I07,454088,00:00:19.082,
3,I08,425328,00:00:19.177,
3,I09,339545,00:00:19.271,
3,I10,315568,00:00:19.364,
3,I11,446645,00:00:19.458,
3,I12,395182,00:00:19.552,
3,I13,421051,00:00:19.646,
3,I14,408096,00:00:19.740,
3,I15,418725,00:00:19.834,
3,I16,436227,00:00:19.928,
3,I17,399325,00:00:20.021,
3,I18,383514,00:00:20.115,
3,I19,101086,00:00:20.208,
3,I20,99535,00:00:20.302,
3,I21,463046,00:00:20.396,
3,I22,455813,00:00:20.490,
3,I23,441466,00:00:20.584,
3,I24,446861,00:00:20.678,
3,J01,184225,00:00:22.993,
3,J02,194953,00:00:22.899,
3,J03,526756,00:00:22.805,
3,J04,476198,00:00:22.712,
3,J05,487147,00:00:22.618,
3,J06,467159,00:00:22.525,
3,J07,471076,00:00:22.430,
3,J08,446469,00:00:22.337,
3,J09,290486,00:00:22.244,
3,J10,415909,00:00:22.150,
3,J11,431951,00:00:22.057,
3,J12,400295,00:00:21.963,
3,J13,461545,00:00:21.869,
3,J14,434811,00:00:21.774,
3,J15,446606,00:00:21.679,
3,J16,442276,00:00:21.584,
3,J17,415252,00:00:21.491,
3,J18,455959,00:00:21.398,
3,J19,107437,00:00:21.304,
3,J20,438331,00:00:21.210,
3,J21,439051,00:00:21.117,
3,J22,482124,00:00:21.023,
3,J23,432827,00:00:20.929,
3,J24,455630,00:00:20.835,
3,K01,206259,00:00:23.150,
3,K02,195306,00:00:23.243,
3,K03,493440,00:00:23.336,
3,K04,460366,00:00:23.430,
3,K05,464212,00:00:23.523,
3,K06,448171,00:00:23.618,
3,K07,481582,00:00:23.711,
3,K08,424184,00:00:23.805,
3,K09,414934,00:00:23.899,
3,K10,417738,00:00:23.993,
3,K11,431408,00:00:24.087,
3,K12,416127,00:00:24.181,
3,K13,453175,00:00:24.274,
3,K14,406525,00:00:24.367,
3,K15,451266,00:00:24.461,
3,K16,430727,00:00:24.555,
3,K17,451830,00:00:24.649,
3,K18,440455,00:00:24.742,
3,K19,455628,00:00:24.837,
3,K20,447181,00:00:24.930,
3,K21,452131,00:00:25.024,
3,K22,456380,00:00:25.118,
3,K23,445472,00:00:25.212,
3,K24,495427,00:00:25.306,
3,L01,217861,00:00:27.623,
3,L02,198094,00:00:27.530,
3,L03,506601,00:00:27.436,
3,L04,468084,00:00:27.342,
3,L05,483551,00:00:27.248,
3,L06,452661,00:00:27.155,
3,L07,455887,00:00:27.061,
3,L08,458960,00:00:26.966,
3,L09,486672,00:00:26.873,
3,L10,453005,00:00:26.778,
3,L11,495331,00:00:26.684,
3,L12,454681,00:00:26.591,
3,L13,485190,00:00:26.498,
3,L14,460628,00:00:26.404,
3,L15,468457,00:00:26.310,
3,L16,448395,00:00:26.217,
3,L17,456672,00:00:26.123,
3,L18,439619,00:00:26.029,
3,L19,415878,00:00:25.936,
3,L20,459495,00:00:25.842,
3,L21,429693,00:00:25.747,
3,L22,454755,00:00:25.653,
3,L23,416088,00:00:25.559,
3,L24,449904,00:00:25.465,
3,M01,228510,00:00:27.780,
3,M02,211815,00:00:27.874,
3,M03,509596,00:00:27.968,
3,M04,467671,00:00:28.062,
3,M05,454630,00:00:28.156,
3,M06,485891,00:00:28.251,
3,M07,433576,00:00:28.344,
3,M08,448138,00:00:28.438,
3,M09,460202,00:00:28.531,
3,M10,432278,00:00:28.624,
3,M11,250982,00:00:28.718,
3,M12,255711,00:00:28.812,
3,M13,475990,00:00:28.906,
3,M14,444177,00:00:29.000,
3,M15,443778,00:00:29.094,
3,M16,457435,00:00:29.188,
3,M17,396604,00:00:29.282,
3,M18,407456,00:00:29.375,
3,M19,462163,00:00:29.469,
3,M20,447746,00:00:29.563,
3,M21,456563,00:00:29.656,
3,M22,462501,00:00:29.749,
3,M23,446255,00:00:29.843,
3,M24,526232,00:00:29.937,
3,N01,219441,00:00:32.250,
3,N02,214033,00:00:32.157,
3,N03,514357,00:00:32.064,
3,N04,485873,00:00:31.971,
3,N05,483647,00:00:31.877,
3,N06,510465,00:00:31.783,
3,N07,458105,00:00:31.690,
3,N08,512403,00:00:31.596,
3,N09,521117,00:00:31.503,
3,N10,478341,00:00:31.409,
3,N11,309626,00:00:31.315,
3,N12,459716,00:00:31.221,
3,N13,511674,00:00:31.127,
3,N14,492526,00:00:31.034,
3,N15,479909,00:00:30.940,
3,N16,459023,00:00:30.846,
3,N17,417807,00:00:30.752,
3,N18,436411,00:00:30.658,
3,N19,446701,00:00:30.564,
3,N20,462340,00:00:30.470,
3,N21,473410,00:00:30.376,
3,N22,492958,00:00:30.283,
3,N23,447739,00:00:30.188,
3,N24,484841,00:00:30.094,
3,O01,193117,00:00:32.410,
3,O02,177966,00:00:32.504,
3,O03,537115,00:00:32.598,
3,O04,481480,00:00:32.692,
3,O05,453455,00:00:32.785,
3,O06,452717,00:00:32.879,
3,O07,398359,00:00:32.973,
3,O08,458740,00:00:33.067,
3,O09,389420,00:00:33.161,
3,O10,394884,00:00:33.255,
3,O11,446173,00:00:33.349,
3,O12,404404,00:00:33.442,
3,O13,361723,00:00:33.536,
3,O14,444542,00:00:33.630,
3,O15,447617,00:00:33.724,
3,O16,470532,00:00:33.817,
3,O17,432971,00:00:33.910,
3,O18,490191,00:00:34.003,
3,O19,247634,00:00:34.098,
3,O20,355757,00:00:34.191,
3,O21,491551,00:00:34.285,
3,O22,480805,00:00:34.379,
3,O23,471465,00:00:34.473,
3,O24,442869,00:00:34.566,
3,P01,173584,00:00:36.880,
3,P02,228730,00:00:36.786,
3,P03,491311,00:00:36.692,
3,P04,567207,00:00:36.599,
3,P05,488726,00:00:36.504,
3,P06,477979,00:00:36.410,
3,P07,478598,00:00:36.316,
3,P08,481334,00:00:36.223,
3,P09,461049,00:00:36.130,
3,P10,469782,00:00:36.035,
3,P11,486108,00:00:35.942,
3,P12,483759,00:00:35.848,
3,P13,472862,00:00:35.754,
3,P14,449310,00:00:35.660,
3,P15,448581,00:00:35.566,
3,P16,484774,00:00:35.473,
3,P17,452574,00:00:35.379,
3,P18,514842,00:00:35.284,
3,P19,377213,00:00:35.190,
3,P20,352411,00:00:35.097,
3,P21,484937,00:00:35.004,
3,P22,477529,00:00:34.911,
3,P23,434167,00:00:34.817,
3,P24,411184,00:00:34.723,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
4,A01,448695,00:00:00.000,
4,A02,413142,00:00:00.093,
4,A03,458113,00:00:00.187,
4,A04,468355,00:00:00.281,
4,A05,477917,00:00:00.374,
4,A06,440454,00:00:00.468,
4,A07,465215,00:00:00.562,
4,A08,437733,00:00:00.655,
4,A09,426125,00:00:00.748,
4,A10,433797,00:00:00.842,
4,A11,406551,00:00:00.935,
4,A12,387630,00:00:01.030,
4,A13,471479,00:00:01.123,
4,A14,445639,00:00:01.217,
4,A15,412544,00:00:01.312,
4,A16,424551,00:00:01.406,
4,A17,436720,00:00:01.500,
4,A18,443167,00:00:01.593,
4,A19,434128,00:00:01.687,
4,A20,462672,00:00:01.780,
4,A21,444279,00:00:01.873,
4,A22,453957,00:00:01.967,
4,A23,150928,00:00:02.060,
4,A24,156020,00:00:02.155,
4,B01,435200,00:00:04.464,
4,B02,434545,00:00:04.371,
4,B03,452175,00:00:04.278,
4,B04,470801,00:00:04.185,
4,B05,480448,00:00:04.091,
4,B06,439938,00:00:03.997,
4,B07,489715,00:00:03.903,
4,B08,465789,00:00:03.810,
4,B09,410446,00:00:03.717,
4,B10,443373,00:00:03.624,
4,B11,442972,00:00:03.530,
4,B12,448363,00:00:03.435,
4,B13,434942,00:00:03.342,
4,B14,450971,00:00:03.248,
4,B15,447413,00:00:03.154,
4,B16,412908,00:00:03.060,
4,B17,414667,00:00:02.966,
4,B18,411483,00:00:02.872,
4,B19,457703,00:00:02.779,
4,B20,414183,00:00:02.686,
4,B21,374139,00:00:02.593,
4,B22,426785,00:00:02.499,
4,B23,162010,00:00:02.405,
4,B24,160508,00:00:02.312,
4,C01,434939,00:00:04.625,
4,C02,405469,00:00:04.719,
4,C03,457910,00:00:04.813,
4,C04,406147,00:00:04.906,
4,C05,251932,00:00:04.999,
4,C06,261360,00:00:05.094,
4,C07,379878,00:00:05.188,
4,C08,369169,00:00:05.282,
4,C09,383022,00:00:05.376,
4,C10,366123,00:00:05.470,
4,C11,308817,00:00:05.564,
4,C12,331308,00:00:05.660,
4,C13,171249,00:00:05.754,
4,C14,186068,00:00:05.848,
4,C15,281491,00:00:05.942,
4,C16,274766,00:00:06.036,
4,C17,420475,00:00:06.129,
4,C18,424549,00:00:06.223,
4,C19,131642,00:00:06.317,
4,C20,126921,00:00:06.410,
4,C21,50314,00:00:06.505,
4,C22,46527,00:00:06.598,
4,C23,171316,00:00:06.693,
4,C24,183076,00:00:06.787,
4,D01,434938,00:00:09.102,
4,D02,443730,00:00:09.009,
4,D03,412688,00:00:08.915,
4,D04,419588,00:00:08.821,
4,D05,281077,00:00:08.727,
4,D06,445321,00:00:08.633,
4,D07,381680,00:00:08.539,
4,D08,429315,00:00:08.445,
4,D09,391508,00:00:08.351,
4,D10,432621,00:00:08.257,
4,D11,367106,00:00:08.164,
4,D12,458423,00:00:08.070,
4,D13,276224,00:00:07.977,
4,D14,419223,00:00:07.883,
4,D15,275921,00:00:07.788,
4,D16,448356,00:00:07.694,
4,D17,430942,00:00:07.600,
4,D18,380207,00:00:07.506,
4,D19,141521,00:00:07.412,
4,D20,408749,00:00:07.319,
4,D21,50907,00:00:07.226,
4,D22,413872,00:00:07.131,
4,D23,184659,00:00:07.037,
4,D24,193473,00:00:06.943,
4,E01,456887,00:00:09.262,
4,E02,421046,00:00:09.355,
4,E03,442715,00:00:09.448,
4,E04,448922,00:00:09.542,
4,E05,454319,00:00:09.636,
4,E06,400664,00:00:09.730,
4,E07,269893,00:00:09.823,
4,E08,285158,00:00:09.916,
4,E09,372864,00:00:10.009,
4,E10,337907,00:00:10.103,
4,E11,401170,00:00:10.197,
4,E12,399007,00:00:10.292,
4,E13,436561,00:00:10.386,
4,E14,411792,00:00:10.479,
4,E15,415081,00:00:10.572,
4,E16,451409,00:00:10.665,
4,E17,456925,00:00:10.760,
4,E18,448643,00:00:10.853,
4,E19,160101,00:00:10.947,
4,E20,168439,00:00:11.040,
4,E21,426434,00:00:11.134,
4,E22,422551,00:00:11.228,
4,E23,179434,00:00:11.322,
4,E24,172396,00:00:11.416,
4,F01,475532,00:00:13.728,
4,F02,404485,00:00:13.635,
4,F03,462233,00:00:13.542,
4,F04,433948,00:00:13.448,
4,F05,415328,00:00:13.353,
4,F06,419145,00:00:13.260,
4,F07,287733,00:00:13.167,
4,F08,454125,00:00:13.073,
4,F09,375653,00:00:12.979,
4,F10,429033,00:00:12.886,
4,F11,456974,00:00:12.792,
4,F12,419302,00:00:12.698,
4,F13,419044,00:00:12.604,
4,F14,441746,00:00:12.510,
4,F15,432149,00:00:12.416,
4,F16,421088,00:00:12.323,
4,F17,434742,00:00:12.229,
4,F18,410664,00:00:12.135,
4,F19,190949,00:00:12.041,
4,F20,219719,00:00:11.947,
4,F21,416290,00:00:11.854,
4,F22,442512,00:00:11.760,
4,F23,187009,00:00:11.666,
4,F24,217580,00:00:11.573,
4,G01,450819,00:00:13.888,
4,G02,409297,00:00:13.982,
4,G03,451575,00:00:14.076,
4,G04,468498,00:00:14.170,
4,G05,464730,00:00:14.264,
4,G06,422485,00:00:14.357,
4,G07,337268,00:00:14.451,
4,G08,315434,00:00:14.545,
4,G09,436056,00:00:14.639,
4,G10,342688,00:00:14.733,
4,G11,416742,00:00:14.826,
4,G12,396694,00:00:14.920,
4,G13,385671,00:00:15.014,
4,G14,373686,00:00:15.108,
4,G15,387969,00:00:15.201,
4,G16,453281,00:00:15.295,
4,G17,381078,00:00:15.388,
4,G18,392304,00:00:15.483,
4,G19,453456,00:00:15.577,
4,G20,428652,00:00:15.671,
4,G21,435895,00:00:15.766,
4,G22,433990,00:00:15.860,
4,G23,216583,00:00:15.953,
4,G24,233951,00:00:16.048,
4,H01,462516,00:00:18.364,
4,H02,444045,00:00:18.270,
4,H03,456448,00:00:18.175,
4,H04,454177,00:00:18.082,
4,H05,425093,00:00:17.988,
4,H06,434950,00:00:17.894,
4,H07,360450,00:00:17.800,
4,H08,443164,00:00:17.707,
4,H09,456467,00:00:17.612,
4,H10,479315,00:00:17.519,
4,H11,421385,00:00:17.425,
4,H12,413332,00:00:17.330,
4,H13,441162,00:00:17.236,
4,H14,452987,00:00:17.143,
4,H15,458872,00:00:17.050,
4,H16,372811,00:00:16.956,
4,H17,403445,00:00:16.862,
4,H18,418460,00:00:16.768,
4,H19,425760,00:00:16.674,
4,H20,440811,00:00:16.580,
4,H21,410166,00:00:16.486,
4,H22,449866,00:00:16.393,
4,H23,202101,00:00:16.299,
4,H24,217163,00:00:16.205,
4,I01,205260,00:00:18.520,
4,I02,161973,00:00:18.614,
4,I03,444166,00:00:18.708,
4,I04,426623,00:00:18.801,
4,I05,431457,00:00:18.896,
4,I06,418991,00:00:18.989,
4,I07,433782,00:00:19.083,
4,I08,397694,00:00:19.178,
4,I09,350765,00:00:19.272,
4,I10,345263,00:00:19.365,
4,I11,419334,00:00:19.459,
4,I12,408880,00:00:19.553,
4,I13,420618,00:00:19.647,
4,I14,431083,00:00:19.740,
4,I15,413144,00:00:19.835,
4,I16,429420,00:00:19.929,
4,I17,328582,00:00:20.022,
4,I18,351679,00:00:20.116,
4,I19,74177,00:00:20.209,
4,I20,78381,00:00:20.303,
4,I21,448776,00:00:20.397,
4,I22,464474,00:00:20.491,
4,I23,431742,00:00:20.585,
4,I24,446463,00:00:20.679,
4,J01,177715,00:00:22.991,
4,J02,174494,00:00:22.897,
4,J03,458667,00:00:22.804,
4,J04,455544,00:00:22.711,
4,J05,474304,00:00:22.617,
4,J06,464990,00:00:22.523,
4,J07,416316,00:00:22.429,
4,J08,450456,00:00:22.336,
4,J09,284176,00:00:22.242,
4,J10,451583,00:00:22.149,
4,J11,450724,00:00:22.056,
4,J12,442717,00:00:21.962,
4,J13,432465,00:00:21.868,
4,J14,460841,00:00:21.774,
4,J15,423249,00:00:21.680,
4,J16,426812,00:00:21.586,
4,J17,317712,00:00:21.492,
4,J18,426200,00:00:21.399,
4,J19,101168,00:00:21.306,
4,J20,440686,00:00:21.212,
4,J21,446096,00:00:21.118,
4,J22,441919,00:00:21.024,
4,J23,427422,00:00:20.930,
4,J24,446554,00:00:20.836,
4,K01,181344,00:00:23.148,
4,K02,174469,00:00:23.241,
4,K03,417777,00:00:23.335,
4,K04,428156,00:00:23.429,
4,K05,467498,00:00:23.522,
4,K06,415890,00:00:23.616,
4,K07,453552,00:00:23.710,
4,K08,422147,00:00:23.804,
4,K09,401916,00:00:23.898,
4,K10,405915,00:00:23.992,
4,K11,443149,00:00:24.086,
4,K12,448773,00:00:24.179,
4,K13,389510,00:00:24.273,
4,K14,374754,00:00:24.366,
4,K15,413198,00:00:24.459,
4,K16,433664,00:00:24.553,
4,K17,425418,00:00:24.647,
4,K18,413848,00:00:24.741,
4,K19,422318,00:00:24.835,
4,K20,395401,00:00:24.928,
4,K21,391966,00:00:25.022,
4,K22,385591,00:00:25.116,
4,K23,447429,00:00:25.210,
4,K24,461973,00:00:25.304,
4,L01,189062,00:00:27.621,
4,L02,174504,00:00:27.528,
4,L03,422932,00:00:27.434,
4,L04,437116,00:00:27.340,
4,L05,459128,00:00:27.246,
4,L06,435379,00:00:27.153,
4,L07,452476,00:00:27.059,
4,L08,442895,00:00:26.965,
4,L09,396529,00:00:26.871,
4,L10,433971,00:00:26.777,
4,L11,461701,00:00:26.682,
4,L12,441167,00:00:26.589,
4,L13,420716,00:00:26.496,
4,L14,428964,00:00:26.402,
4,L15,457387,00:00:26.308,
4,L16,424480,00:00:26.215,
4,L17,425226,00:00:26.121,
4,L18,457626,00:00:26.027,
4,L19,386838,00:00:25.934,
4,L20,441318,00:00:25.840,
4,L21,374922,00:00:25.746,
4,L22,474561,00:00:25.652,
4,L23,409667,00:00:25.558,
4,L24,447642,00:00:25.463,
